bdgt_id,crop,till,bdgtyr,operunit,opertype,polyfrr,oper01ac,fuel01_galac,powr01_hpac,time01_hrac,oper02ac,fuel02_galac,powr02_hpac,time02_hrac,oper03ac,fuel03_galac,powr03_hpac,time03_hrac,n_lbac,p2o5_lbac,k2o_lbac,lime_lbac,n_lbdt,p2o5_lbdt,k2o_lbdt,lime_lbdt,herb_lbac,insc_lbac,othr_lbac
HY.NT.01,Hay,NT,4,55,HRVC,1,Tractor 2wd 100 hp,2.578125,100,0.572916667,,,,,,,,,,,,,,,,,,,
HY.NT.01,Hay,NT,4,54,HRVC,1,Tractor 2wd 160 hp,1.218461539,160,0.169230769,,,,,,,,,,,,,,,,,,,
HY.NT.01,Hay,NT,4,53,HRVC,1,Tractor 2wd 85 hp,0.90578125,85,0.171875,,,,,,,,,,,,,,,,,,,
HY.NT.01,Hay,NT,4,52,HRVC,1,Tractor 2wd 100 hp,1.03125,100,0.229166667,,,,,,,,,,,,,,,,,,,
HY.NT.01,Hay,NT,4,51,MNTC,1,Tractor 2wd 100 hp,0.392857143,100,0.087301587,,,,,,,,,0,38.25,174,0,,,,,,,
HY.NT.02,Hay,NT,1,12,HRVC,2,Tractor 2wd 160 hp,1.218461539,160,0.169230769,,,,,,,,,,,,,,,,,,,
HY.NT.02,Hay,NT,1,11,HRVC,2,Tractor 2wd 85 hp,0.90578125,85,0.171875,,,,,,,,,,,,,,,,,,,
HY.NT.02,Hay,NT,1,10,HRVC,2,Tractor 2wd 100 hp,1.03125,100,0.229166667,,,,,,,,,,,,,,,,,,,
HY.NT.02,Hay,NT,1,13,HRVC,2,Tractor 2wd 100 hp,2.578125,100,0.572916667,,,,,,,,,,,,,,,,,,,
HY.NT.02,Hay,NT,1,9,MNTC,2,Tractor 2wd 100 hp,0.175739645,100,0.039053254,,,,,,,,,,,,,,,,,,1.5,
HY.NT.02,Hay,NT,1,8,HRVC,2,Tractor 2wd 100 hp,2.578125,100,0.572916667,,,,,,,,,,,,,,,,,,,
HY.NT.02,Hay,NT,1,7,HRVC,2,Tractor 2wd 160 hp,1.218461539,160,0.169230769,,,,,,,,,,,,,,,,,,,
HY.NT.02,Hay,NT,1,6,HRVC,2,Tractor 2wd 85 hp,0.90578125,85,0.171875,,,,,,,,,,,,,,,,,,,
HY.NT.02,Hay,NT,1,5,HRVC,2,Tractor 2wd 100 hp,1.03125,100,0.229166667,,,,,,,,,,,,,,,,,,,
HY.NT.02,Hay,NT,1,4,MNTC,2,Tractor 2wd 100 hp,0.175739645,100,0.039053254,,,,,,,,,,,,,,,,,1,,
HY.NT.02,Hay,NT,1,3,ESTC,2,Tractor 2wd 160 hp,2.424489796,160,0.336734694,,,,,,,,,20,31.5,138,0,,,,,,,
HY.NT.02,Hay,NT,1,2,ESTC,2,Tractor 2wd 100 hp,0.175739645,100,0.039053254,,,,,,,,,,,,,,,,,2,,
HY.NT.02,Hay,NT,1,1,ESTC,2,Tractor 2wd 100 hp,0.392857143,100,0.087301587,,,,,,,,,0,0,0,3000,,,,,,,
HY.NT.02,Hay,NT,2,31,HRVC,2,Tractor 2wd 100 hp,2.578125,100,0.572916667,,,,,,,,,,,,,,,,,,,
HY.NT.02,Hay,NT,2,30,HRVC,2,Tractor 2wd 160 hp,1.218461539,160,0.169230769,,,,,,,,,,,,,,,,,,,
HY.NT.02,Hay,NT,2,28,HRVC,2,Tractor 2wd 100 hp,1.03125,100,0.229166667,,,,,,,,,,,,,,,,,,,
HY.NT.02,Hay,NT,2,27,HRVC,2,Tractor 2wd 100 hp,2.578125,100,0.572916667,,,,,,,,,,,,,,,,,,,
HY.NT.02,Hay,NT,2,26,HRVC,2,Tractor 2wd 160 hp,1.218461539,160,0.169230769,,,,,,,,,,,,,,,,,,,
HY.NT.02,Hay,NT,2,29,HRVC,2,Tractor 2wd 85 hp,0.90578125,85,0.171875,,,,,,,,,,,,,,,,,,,
HY.NT.02,Hay,NT,2,25,HRVC,2,Tractor 2wd 85 hp,0.90578125,85,0.171875,,,,,,,,,,,,,,,,,,,
HY.NT.02,Hay,NT,2,24,HRVC,2,Tractor 2wd 100 hp,1.03125,100,0.229166667,,,,,,,,,,,,,,,,,,,
HY.NT.02,Hay,NT,2,23,HRVC,2,Tractor 2wd 100 hp,2.578125,100,0.572916667,,,,,,,,,,,,,,,,,,,
HY.NT.02,Hay,NT,2,22,HRVC,2,Tractor 2wd 160 hp,1.218461539,160,0.169230769,,,,,,,,,,,,,,,,,,,
HY.NT.02,Hay,NT,2,21,HRVC,2,Tractor 2wd 85 hp,0.90578125,85,0.171875,,,,,,,,,,,,,,,,,,,
HY.NT.02,Hay,NT,2,20,HRVC,2,Tractor 2wd 100 hp,1.03125,100,0.229166667,,,,,,,,,,,,,,,,,,,
HY.NT.02,Hay,NT,2,19,MNTC,2,Tractor 2wd 100 hp,0.175739645,100,0.039053254,,,,,,,,,,,,,,,,,,1.5,
HY.NT.02,Hay,NT,2,18,MNTC,2,Tractor 2wd 100 hp,0.175739645,100,0.039053254,,,,,,,,,,,,,,,,,1,,
HY.NT.02,Hay,NT,2,17,HRVC,2,Tractor 2wd 100 hp,2.578125,100,0.572916667,,,,,,,,,,,,,,,,,,,
HY.NT.02,Hay,NT,2,16,HRVC,2,Tractor 2wd 160 hp,1.218461539,160,0.169230769,,,,,,,,,,,,,,,,,,,
HY.NT.02,Hay,NT,2,15,HRVC,2,Tractor 2wd 85 hp,0.90578125,85,0.171875,,,,,,,,,,,,,,,,,,,
HY.NT.02,Hay,NT,2,14,HRVC,2,Tractor 2wd 100 hp,1.03125,100,0.229166667,,,,,,,,,,,,,,,,,,,
HY.NT.02,Hay,NT,3,50,HRVC,2,Tractor 2wd 100 hp,2.578125,100,0.572916667,,,,,,,,,,,,,,,,,,,
HY.NT.02,Hay,NT,3,48,HRVC,2,Tractor 2wd 85 hp,0.90578125,85,0.171875,,,,,,,,,,,,,,,,,,,
HY.NT.02,Hay,NT,3,47,HRVC,2,Tractor 2wd 100 hp,1.03125,100,0.229166667,,,,,,,,,,,,,,,,,,,
HY.NT.02,Hay,NT,3,46,HRVC,2,Tractor 2wd 100 hp,2.578125,100,0.572916667,,,,,,,,,,,,,,,,,,,
HY.NT.02,Hay,NT,3,45,HRVC,2,Tractor 2wd 160 hp,1.218461539,160,0.169230769,,,,,,,,,,,,,,,,,,,
HY.NT.02,Hay,NT,3,44,HRVC,2,Tractor 2wd 85 hp,0.90578125,85,0.171875,,,,,,,,,,,,,,,,,,,
HY.NT.02,Hay,NT,3,43,HRVC,2,Tractor 2wd 100 hp,1.03125,100,0.229166667,,,,,,,,,,,,,,,,,,,
HY.NT.02,Hay,NT,3,42,HRVC,2,Tractor 2wd 100 hp,2.578125,100,0.572916667,,,,,,,,,,,,,,,,,,,
HY.NT.02,Hay,NT,3,49,HRVC,2,Tractor 2wd 160 hp,1.218461539,160,0.169230769,,,,,,,,,,,,,,,,,,,
HY.NT.02,Hay,NT,3,41,HRVC,2,Tractor 2wd 160 hp,1.218461539,160,0.169230769,,,,,,,,,,,,,,,,,,,
HY.NT.02,Hay,NT,3,40,HRVC,2,Tractor 2wd 85 hp,0.90578125,85,0.171875,,,,,,,,,,,,,,,,,,,
HY.NT.02,Hay,NT,3,39,HRVC,2,Tractor 2wd 100 hp,1.03125,100,0.229166667,,,,,,,,,,,,,,,,,,,
HY.NT.02,Hay,NT,3,38,MNTC,2,Tractor 2wd 100 hp,0.175739645,100,0.039053254,,,,,,,,,,,,,,,,,,1.5,
HY.NT.02,Hay,NT,3,37,MNTC,2,Tractor 2wd 100 hp,0.175739645,100,0.039053254,,,,,,,,,,,,,,,,,1,,
HY.NT.02,Hay,NT,3,36,HRVC,2,Tractor 2wd 100 hp,2.578125,100,0.572916667,,,,,,,,,,,,,,,,,,,
HY.NT.02,Hay,NT,3,35,HRVC,2,Tractor 2wd 160 hp,1.218461539,160,0.169230769,,,,,,,,,,,,,,,,,,,
HY.NT.02,Hay,NT,3,34,HRVC,2,Tractor 2wd 85 hp,0.90578125,85,0.171875,,,,,,,,,,,,,,,,,,,
HY.NT.02,Hay,NT,3,33,HRVC,2,Tractor 2wd 100 hp,1.03125,100,0.229166667,,,,,,,,,,,,,,,,,,,
HY.NT.02,Hay,NT,3,32,MNTC,2,Tractor 2wd 100 hp,0.392857143,100,0.087301587,,,,,,,,,0,38.25,174,0,,,,,,,
HY.NT.02,Hay,NT,4,69,HRVC,2,Tractor 2wd 100 hp,2.578125,100,0.572916667,,,,,,,,,,,,,,,,,,,
HY.NT.02,Hay,NT,4,68,HRVC,2,Tractor 2wd 160 hp,1.218461539,160,0.169230769,,,,,,,,,,,,,,,,,,,
HY.NT.02,Hay,NT,4,67,HRVC,2,Tractor 2wd 85 hp,0.90578125,85,0.171875,,,,,,,,,,,,,,,,,,,
HY.NT.02,Hay,NT,4,66,HRVC,2,Tractor 2wd 100 hp,1.03125,100,0.229166667,,,,,,,,,,,,,,,,,,,
HY.NT.02,Hay,NT,4,65,HRVC,2,Tractor 2wd 100 hp,2.578125,100,0.572916667,,,,,,,,,,,,,,,,,,,
HY.NT.02,Hay,NT,4,64,HRVC,2,Tractor 2wd 160 hp,1.218461539,160,0.169230769,,,,,,,,,,,,,,,,,,,
HY.NT.02,Hay,NT,4,63,HRVC,2,Tractor 2wd 85 hp,0.90578125,85,0.171875,,,,,,,,,,,,,,,,,,,
HY.NT.02,Hay,NT,4,62,HRVC,2,Tractor 2wd 100 hp,1.03125,100,0.229166667,,,,,,,,,,,,,,,,,,,
HY.NT.02,Hay,NT,4,61,HRVC,2,Tractor 2wd 100 hp,2.578125,100,0.572916667,,,,,,,,,,,,,,,,,,,
HY.NT.02,Hay,NT,4,60,HRVC,2,Tractor 2wd 160 hp,1.218461539,160,0.169230769,,,,,,,,,,,,,,,,,,,
HY.NT.02,Hay,NT,4,59,HRVC,2,Tractor 2wd 85 hp,0.90578125,85,0.171875,,,,,,,,,,,,,,,,,,,
HY.NT.02,Hay,NT,4,58,HRVC,2,Tractor 2wd 100 hp,1.03125,100,0.229166667,,,,,,,,,,,,,,,,,,,
HY.NT.02,Hay,NT,4,57,MNTC,2,Tractor 2wd 100 hp,0.175739645,100,0.039053254,,,,,,,,,,,,,,,,,,1.5,
HY.NT.02,Hay,NT,4,56,MNTC,2,Tractor 2wd 100 hp,0.175739645,100,0.039053254,,,,,,,,,,,,,,,,,1,,
HY.NT.02,Hay,NT,4,55,HRVC,2,Tractor 2wd 100 hp,2.578125,100,0.572916667,,,,,,,,,,,,,,,,,,,
HY.NT.02,Hay,NT,4,54,HRVC,2,Tractor 2wd 160 hp,1.218461539,160,0.169230769,,,,,,,,,,,,,,,,,,,
HY.NT.02,Hay,NT,4,53,HRVC,2,Tractor 2wd 85 hp,0.90578125,85,0.171875,,,,,,,,,,,,,,,,,,,
HY.NT.02,Hay,NT,4,52,HRVC,2,Tractor 2wd 100 hp,1.03125,100,0.229166667,,,,,,,,,,,,,,,,,,,
HY.NT.02,Hay,NT,4,51,MNTC,2,Tractor 2wd 100 hp,0.392857143,100,0.087301587,,,,,,,,,0,38.25,174,0,,,,,,,
HY.NT.03,Hay,NT,1,22,HRVC,3,Tractor 2wd 85 hp,3.019270833,85,0.572916667,,,,,,,,,,,,,,,,,,,
HY.NT.03,Hay,NT,1,21,HRVC,3,Tractor 2wd 85 hp,0.891846154,85,0.169230769,,,,,,,,,,,,,,,,,,,
HY.NT.03,Hay,NT,1,19,HRVC,3,Tractor 2wd 55 hp,0.781458333,55,0.229166667,,,,,,,,,,,,,,,,,,,
HY.NT.03,Hay,NT,1,18,MNTC,3,Tractor 2wd 85 hp,0.460079365,85,0.087301587,,,,,,,,,66,0,0,0,,,,,,,
HY.NT.03,Hay,NT,1,17,HRVC,3,Tractor 2wd 85 hp,3.019270833,85,0.572916667,,,,,,,,,,,,,,,,,,,
HY.NT.03,Hay,NT,1,16,HRVC,3,Tractor 2wd 85 hp,0.891846154,85,0.169230769,,,,,,,,,,,,,,,,,,,
HY.NT.03,Hay,NT,1,15,HRVC,3,Tractor 2wd 55 hp,0.58609375,55,0.171875,,,,,,,,,,,,,,,,,,,
HY.NT.03,Hay,NT,1,14,HRVC,3,Tractor 2wd 55 hp,0.781458333,55,0.229166667,,,,,,,,,,,,,,,,,,,
HY.NT.03,Hay,NT,1,13,MNTC,3,Tractor 2wd 85 hp,0.460079365,85,0.087301587,,,,,,,,,66,0,0,0,,,,,,,
HY.NT.03,Hay,NT,1,20,HRVC,3,Tractor 2wd 55 hp,0.58609375,55,0.171875,,,,,,,,,,,,,,,,,,,
HY.NT.03,Hay,NT,1,12,HRVC,3,Tractor 2wd 85 hp,3.019270833,85,0.572916667,,,,,,,,,,,,,,,,,,,
HY.NT.03,Hay,NT,1,11,HRVC,3,Tractor 2wd 85 hp,0.891846154,85,0.169230769,,,,,,,,,,,,,,,,,,,
HY.NT.03,Hay,NT,1,10,HRVC,3,Tractor 2wd 55 hp,0.58609375,55,0.171875,,,,,,,,,,,,,,,,,,,
HY.NT.03,Hay,NT,1,9,HRVC,3,Tractor 2wd 55 hp,0.781458333,55,0.229166667,,,,,,,,,,,,,,,,,,,
HY.NT.03,Hay,NT,1,8,MNTC,3,Tractor 2wd 85 hp,0.460079365,85,0.087301587,,,,,,,,,42,39,39,260,,,,,,,
HY.NT.03,Hay,NT,1,7,HRVC,3,Tractor 2wd 85 hp,3.019270833,85,0.572916667,,,,,,,,,,,,,,,,,,,
HY.NT.03,Hay,NT,1,6,HRVC,3,Tractor 2wd 85 hp,0.891846154,85,0.169230769,,,,,,,,,,,,,,,,,,,
HY.NT.03,Hay,NT,1,5,HRVC,3,Tractor 2wd 55 hp,0.58609375,55,0.171875,,,,,,,,,,,,,,,,,,,
HY.NT.03,Hay,NT,1,4,HRVC,3,Tractor 2wd 55 hp,0.781458333,55,0.229166667,,,,,,,,,,,,,,,,,,,
HY.NT.03,Hay,NT,1,3,ESTC,3,Tractor 2wd 85 hp,1.774591837,85,0.336734694,,,,,,,,,,,,,,,,,,,
HY.NT.03,Hay,NT,1,2,ESTC,3,Tractor 2wd 85 hp,0.460079365,85,0.087301587,,,,,,,,,69,48,48,700,,,,,,,
HY.NT.03,Hay,NT,1,1,ESTC,3,Tractor 2wd 85 hp,0.205810651,85,0.039053254,,,,,,,,,,,,,,,,,2,,
HY.NT.03,Hay,NT,2,42,HRVC,3,Tractor 2wd 85 hp,3.019270833,85,0.572916667,,,,,,,,,,,,,,,,,,,
HY.NT.03,Hay,NT,2,41,HRVC,3,Tractor 2wd 85 hp,0.891846154,85,0.169230769,,,,,,,,,,,,,,,,,,,
HY.NT.03,Hay,NT,2,39,HRVC,3,Tractor 2wd 55 hp,0.781458333,55,0.229166667,,,,,,,,,,,,,,,,,,,
HY.NT.03,Hay,NT,2,38,MNTC,3,Tractor 2wd 85 hp,0.460079365,85,0.087301587,,,,,,,,,66,0,0,0,,,,,,,
HY.NT.03,Hay,NT,2,37,HRVC,3,Tractor 2wd 85 hp,3.019270833,85,0.572916667,,,,,,,,,,,,,,,,,,,
HY.NT.03,Hay,NT,2,36,HRVC,3,Tractor 2wd 85 hp,0.891846154,85,0.169230769,,,,,,,,,,,,,,,,,,,
HY.NT.03,Hay,NT,2,35,HRVC,3,Tractor 2wd 55 hp,0.58609375,55,0.171875,,,,,,,,,,,,,,,,,,,
HY.NT.03,Hay,NT,2,40,HRVC,3,Tractor 2wd 55 hp,0.58609375,55,0.171875,,,,,,,,,,,,,,,,,,,
HY.NT.03,Hay,NT,2,34,HRVC,3,Tractor 2wd 55 hp,0.781458333,55,0.229166667,,,,,,,,,,,,,,,,,,,
HY.NT.03,Hay,NT,2,33,MNTC,3,Tractor 2wd 85 hp,0.460079365,85,0.087301587,,,,,,,,,66,0,0,0,,,,,,,
HY.NT.03,Hay,NT,2,32,HRVC,3,Tractor 2wd 85 hp,3.019270833,85,0.572916667,,,,,,,,,,,,,,,,,,,
HY.NT.03,Hay,NT,2,31,HRVC,3,Tractor 2wd 85 hp,0.891846154,85,0.169230769,,,,,,,,,,,,,,,,,,,
HY.NT.03,Hay,NT,2,30,HRVC,3,Tractor 2wd 55 hp,0.58609375,55,0.171875,,,,,,,,,,,,,,,,,,,
HY.NT.03,Hay,NT,2,29,HRVC,3,Tractor 2wd 55 hp,0.781458333,55,0.229166667,,,,,,,,,,,,,,,,,,,
HY.NT.03,Hay,NT,2,28,MNTC,3,Tractor 2wd 85 hp,0.460079365,85,0.087301587,,,,,,,,,42,39,39,260,,,,,,,
HY.NT.03,Hay,NT,2,27,HRVC,3,Tractor 2wd 85 hp,3.019270833,85,0.572916667,,,,,,,,,,,,,,,,,,,
HY.NT.03,Hay,NT,2,26,HRVC,3,Tractor 2wd 85 hp,0.891846154,85,0.169230769,,,,,,,,,,,,,,,,,,,
HY.NT.03,Hay,NT,2,25,HRVC,3,Tractor 2wd 55 hp,0.58609375,55,0.171875,,,,,,,,,,,,,,,,,,,
HY.NT.03,Hay,NT,2,24,HRVC,3,Tractor 2wd 55 hp,0.781458333,55,0.229166667,,,,,,,,,,,,,,,,,,,
HY.NT.03,Hay,NT,2,23,MNTC,3,Tractor 2wd 85 hp,0.460079365,85,0.087301587,,,,,,,,,66,0,0,0,,,,,,,
HY.NT.03,Hay,NT,3,62,HRVC,3,Tractor 2wd 85 hp,3.019270833,85,0.572916667,,,,,,,,,,,,,,,,,,,
HY.NT.03,Hay,NT,3,61,HRVC,3,Tractor 2wd 85 hp,0.891846154,85,0.169230769,,,,,,,,,,,,,,,,,,,
HY.NT.03,Hay,NT,3,59,HRVC,3,Tractor 2wd 55 hp,0.781458333,55,0.229166667,,,,,,,,,,,,,,,,,,,
HY.NT.03,Hay,NT,3,58,MNTC,3,Tractor 2wd 85 hp,0.460079365,85,0.087301587,,,,,,,,,66,0,0,0,,,,,,,
HY.NT.03,Hay,NT,3,57,HRVC,3,Tractor 2wd 85 hp,3.019270833,85,0.572916667,,,,,,,,,,,,,,,,,,,
HY.NT.03,Hay,NT,3,56,HRVC,3,Tractor 2wd 85 hp,0.891846154,85,0.169230769,,,,,,,,,,,,,,,,,,,
HY.NT.03,Hay,NT,3,55,HRVC,3,Tractor 2wd 55 hp,0.58609375,55,0.171875,,,,,,,,,,,,,,,,,,,
HY.NT.03,Hay,NT,3,54,HRVC,3,Tractor 2wd 55 hp,0.781458333,55,0.229166667,,,,,,,,,,,,,,,,,,,
HY.NT.03,Hay,NT,3,53,MNTC,3,Tractor 2wd 85 hp,0.460079365,85,0.087301587,,,,,,,,,66,0,0,0,,,,,,,
HY.NT.03,Hay,NT,3,60,HRVC,3,Tractor 2wd 55 hp,0.58609375,55,0.171875,,,,,,,,,,,,,,,,,,,
HY.NT.03,Hay,NT,3,52,HRVC,3,Tractor 2wd 85 hp,3.019270833,85,0.572916667,,,,,,,,,,,,,,,,,,,
HY.NT.03,Hay,NT,3,51,HRVC,3,Tractor 2wd 85 hp,0.891846154,85,0.169230769,,,,,,,,,,,,,,,,,,,
HY.NT.03,Hay,NT,3,50,HRVC,3,Tractor 2wd 55 hp,0.58609375,55,0.171875,,,,,,,,,,,,,,,,,,,
HY.NT.03,Hay,NT,3,49,HRVC,3,Tractor 2wd 55 hp,0.781458333,55,0.229166667,,,,,,,,,,,,,,,,,,,
HY.NT.03,Hay,NT,3,48,MNTC,3,Tractor 2wd 85 hp,0.460079365,85,0.087301587,,,,,,,,,42,39,39,260,,,,,,,
HY.NT.03,Hay,NT,3,47,HRVC,3,Tractor 2wd 85 hp,3.019270833,85,0.572916667,,,,,,,,,,,,,,,,,,,
HY.NT.03,Hay,NT,3,46,HRVC,3,Tractor 2wd 85 hp,0.891846154,85,0.169230769,,,,,,,,,,,,,,,,,,,
HY.NT.03,Hay,NT,3,45,HRVC,3,Tractor 2wd 55 hp,0.58609375,55,0.171875,,,,,,,,,,,,,,,,,,,
HY.NT.03,Hay,NT,3,44,HRVC,3,Tractor 2wd 55 hp,0.781458333,55,0.229166667,,,,,,,,,,,,,,,,,,,
HY.NT.03,Hay,NT,3,43,MNTC,3,Tractor 2wd 85 hp,0.460079365,85,0.087301587,,,,,,,,,66,0,0,0,,,,,,,
HY.NT.03,Hay,NT,4,82,HRVC,3,Tractor 2wd 85 hp,3.019270833,85,0.572916667,,,,,,,,,,,,,,,,,,,
HY.NT.03,Hay,NT,4,81,HRVC,3,Tractor 2wd 85 hp,0.891846154,85,0.169230769,,,,,,,,,,,,,,,,,,,
HY.NT.03,Hay,NT,4,80,HRVC,3,Tractor 2wd 55 hp,0.58609375,55,0.171875,,,,,,,,,,,,,,,,,,,
HY.NT.03,Hay,NT,4,79,HRVC,3,Tractor 2wd 55 hp,0.781458333,55,0.229166667,,,,,,,,,,,,,,,,,,,
HY.NT.03,Hay,NT,4,78,MNTC,3,Tractor 2wd 85 hp,0.460079365,85,0.087301587,,,,,,,,,66,0,0,0,,,,,,,
HY.NT.03,Hay,NT,4,77,HRVC,3,Tractor 2wd 85 hp,3.019270833,85,0.572916667,,,,,,,,,,,,,,,,,,,
HY.NT.03,Hay,NT,4,76,HRVC,3,Tractor 2wd 85 hp,0.891846154,85,0.169230769,,,,,,,,,,,,,,,,,,,
HY.NT.03,Hay,NT,4,75,HRVC,3,Tractor 2wd 55 hp,0.58609375,55,0.171875,,,,,,,,,,,,,,,,,,,
HY.NT.03,Hay,NT,4,74,HRVC,3,Tractor 2wd 55 hp,0.781458333,55,0.229166667,,,,,,,,,,,,,,,,,,,
HY.NT.03,Hay,NT,4,73,MNTC,3,Tractor 2wd 85 hp,0.460079365,85,0.087301587,,,,,,,,,66,0,0,0,,,,,,,
HY.NT.03,Hay,NT,4,72,HRVC,3,Tractor 2wd 85 hp,3.019270833,85,0.572916667,,,,,,,,,,,,,,,,,,,
HY.NT.03,Hay,NT,4,71,HRVC,3,Tractor 2wd 85 hp,0.891846154,85,0.169230769,,,,,,,,,,,,,,,,,,,
HY.NT.03,Hay,NT,4,70,HRVC,3,Tractor 2wd 55 hp,0.58609375,55,0.171875,,,,,,,,,,,,,,,,,,,
HY.NT.03,Hay,NT,4,69,HRVC,3,Tractor 2wd 55 hp,0.781458333,55,0.229166667,,,,,,,,,,,,,,,,,,,
HY.NT.03,Hay,NT,4,68,MNTC,3,Tractor 2wd 85 hp,0.460079365,85,0.087301587,,,,,,,,,42,39,39,260,,,,,,,
HY.NT.03,Hay,NT,4,67,HRVC,3,Tractor 2wd 85 hp,3.019270833,85,0.572916667,,,,,,,,,,,,,,,,,,,
HY.NT.03,Hay,NT,4,66,HRVC,3,Tractor 2wd 85 hp,0.891846154,85,0.169230769,,,,,,,,,,,,,,,,,,,
HY.NT.03,Hay,NT,4,65,HRVC,3,Tractor 2wd 55 hp,0.58609375,55,0.171875,,,,,,,,,,,,,,,,,,,
HY.NT.03,Hay,NT,4,64,HRVC,3,Tractor 2wd 55 hp,0.781458333,55,0.229166667,,,,,,,,,,,,,,,,,,,
HY.NT.03,Hay,NT,4,63,MNTC,3,Tractor 2wd 85 hp,0.460079365,85,0.087301587,,,,,,,,,66,0,0,0,,,,,,,
HY.NT.03,Hay,NT,5,102,HRVC,3,Tractor 2wd 85 hp,3.019270833,85,0.572916667,,,,,,,,,,,,,,,,,,,
HY.NT.03,Hay,NT,5,101,HRVC,3,Tractor 2wd 85 hp,0.891846154,85,0.169230769,,,,,,,,,,,,,,,,,,,
HY.NT.03,Hay,NT,5,99,HRVC,3,Tractor 2wd 55 hp,0.781458333,55,0.229166667,,,,,,,,,,,,,,,,,,,
HY.NT.03,Hay,NT,5,98,MNTC,3,Tractor 2wd 85 hp,0.460079365,85,0.087301587,,,,,,,,,66,0,0,0,,,,,,,
HY.NT.03,Hay,NT,5,97,HRVC,3,Tractor 2wd 85 hp,3.019270833,85,0.572916667,,,,,,,,,,,,,,,,,,,
HY.NT.03,Hay,NT,5,96,HRVC,3,Tractor 2wd 85 hp,0.891846154,85,0.169230769,,,,,,,,,,,,,,,,,,,
HY.NT.03,Hay,NT,5,95,HRVC,3,Tractor 2wd 55 hp,0.58609375,55,0.171875,,,,,,,,,,,,,,,,,,,
HY.NT.03,Hay,NT,5,94,HRVC,3,Tractor 2wd 55 hp,0.781458333,55,0.229166667,,,,,,,,,,,,,,,,,,,
HY.NT.03,Hay,NT,5,93,MNTC,3,Tractor 2wd 85 hp,0.460079365,85,0.087301587,,,,,,,,,66,0,0,0,,,,,,,
HY.NT.03,Hay,NT,5,100,HRVC,3,Tractor 2wd 55 hp,0.58609375,55,0.171875,,,,,,,,,,,,,,,,,,,
HY.NT.03,Hay,NT,5,92,HRVC,3,Tractor 2wd 85 hp,3.019270833,85,0.572916667,,,,,,,,,,,,,,,,,,,
HY.NT.03,Hay,NT,5,91,HRVC,3,Tractor 2wd 85 hp,0.891846154,85,0.169230769,,,,,,,,,,,,,,,,,,,
HY.NT.03,Hay,NT,5,90,HRVC,3,Tractor 2wd 55 hp,0.58609375,55,0.171875,,,,,,,,,,,,,,,,,,,
HY.NT.03,Hay,NT,5,89,HRVC,3,Tractor 2wd 55 hp,0.781458333,55,0.229166667,,,,,,,,,,,,,,,,,,,
HY.NT.03,Hay,NT,5,88,MNTC,3,Tractor 2wd 85 hp,0.460079365,85,0.087301587,,,,,,,,,42,39,39,260,,,,,,,
HY.NT.03,Hay,NT,5,87,HRVC,3,Tractor 2wd 85 hp,3.019270833,85,0.572916667,,,,,,,,,,,,,,,,,,,
HY.NT.03,Hay,NT,5,86,HRVC,3,Tractor 2wd 85 hp,0.891846154,85,0.169230769,,,,,,,,,,,,,,,,,,,
HY.NT.03,Hay,NT,5,85,HRVC,3,Tractor 2wd 55 hp,0.58609375,55,0.171875,,,,,,,,,,,,,,,,,,,
HY.NT.03,Hay,NT,5,84,HRVC,3,Tractor 2wd 55 hp,0.781458333,55,0.229166667,,,,,,,,,,,,,,,,,,,
HY.NT.03,Hay,NT,5,83,MNTC,3,Tractor 2wd 85 hp,0.460079365,85,0.087301587,,,,,,,,,66,0,0,0,,,,,,,
HY.NT.04,Hay,NT,1,21,HRVC,4,Tractor 2wd 85 hp,0.891846154,85,0.169230769,,,,,,,,,,,,,,,,,,,
HY.NT.04,Hay,NT,1,20,HRVC,4,Tractor 2wd 55 hp,0.58609375,55,0.171875,,,,,,,,,,,,,,,,,,,
HY.NT.04,Hay,NT,1,19,HRVC,4,Tractor 2wd 55 hp,0.781458333,55,0.229166667,,,,,,,,,,,,,,,,,,,
HY.NT.04,Hay,NT,1,17,HRVC,4,Tractor 2wd 85 hp,3.019270833,85,0.572916667,,,,,,,,,,,,,,,,,,,
HY.NT.04,Hay,NT,1,16,HRVC,4,Tractor 2wd 85 hp,0.891846154,85,0.169230769,,,,,,,,,,,,,,,,,,,
HY.NT.04,Hay,NT,1,15,HRVC,4,Tractor 2wd 55 hp,0.58609375,55,0.171875,,,,,,,,,,,,,,,,,,,
HY.NT.04,Hay,NT,1,18,MNTC,4,Tractor 2wd 85 hp,0.460079365,85,0.087301587,,,,,,,,,66,0,0,0,,,,,,,
HY.NT.04,Hay,NT,1,14,HRVC,4,Tractor 2wd 55 hp,0.781458333,55,0.229166667,,,,,,,,,,,,,,,,,,,
HY.NT.04,Hay,NT,1,13,MNTC,4,Tractor 2wd 85 hp,0.460079365,85,0.087301587,,,,,,,,,66,0,0,0,,,,,,,
HY.NT.04,Hay,NT,1,12,HRVC,4,Tractor 2wd 85 hp,3.019270833,85,0.572916667,,,,,,,,,,,,,,,,,,,
HY.NT.04,Hay,NT,1,11,HRVC,4,Tractor 2wd 85 hp,0.891846154,85,0.169230769,,,,,,,,,,,,,,,,,,,
HY.NT.04,Hay,NT,1,10,HRVC,4,Tractor 2wd 55 hp,0.58609375,55,0.171875,,,,,,,,,,,,,,,,,,,
