feedstock,tillage_type,equipment_group,rotation_year,activity,equipment_name,equipment_horsepower,resource,rate,unit_numerator,unit_denominator
forest whole tree,no tillage,northeast,1,harvest,feller buncher (large),215,diesel,0.1952,gallon,dry short ton
forest whole tree,no tillage,pacific northwest,1,harvest,feller buncher (large),215,diesel,0.1952,gallon,dry short ton
forest whole tree,no tillage,south,1,harvest,feller buncher (large),215,diesel,0.1952,gallon,dry short ton
forest residues,no tillage,inland west,1,harvest,whole tree chipper (medium),450,diesel,0.225,gallon,dry short ton
forest residues,no tillage,north central,1,harvest,whole tree chipper (medium),450,diesel,0.225,gallon,dry short ton
forest residues,no tillage,northeast,1,harvest,whole tree chipper (medium),450,diesel,0.225,gallon,dry short ton
forest residues,no tillage,pacific northwest,1,harvest,whole tree chipper (medium),450,diesel,0.225,gallon,dry short ton
forest residues,no tillage,inland west,1,harvest,whole tree chipper (large),750,diesel,0.2812,gallon,dry short ton
forest residues,no tillage,north central,1,harvest,whole tree chipper (large),750,diesel,0.2812,gallon,dry short ton
forest residues,no tillage,northeast,1,harvest,whole tree chipper (large),750,diesel,0.2812,gallon,dry short ton
forest residues,no tillage,pacific northwest,1,harvest,whole tree chipper (large),750,diesel,0.2812,gallon,dry short ton
forest residues,no tillage,south,1,harvest,whole tree chipper (medium),450,diesel,0.225,gallon,dry short ton
forest residues,no tillage,south,1,harvest,whole tree chipper (large),750,diesel,0.2812,gallon,dry short ton
forest whole tree,no tillage,pacific northwest,1,harvest,hand felling (thin),3.4,diesel,0.0614,gallon,dry short ton
forest whole tree,no tillage,pacific northwest,1,harvest,hand felling (cc),3.4,diesel,0.0573,gallon,dry short ton
forest whole tree,no tillage,inland west,1,harvest,grapple skidder (medium),130,diesel,0.6362,gallon,dry short ton
forest whole tree,no tillage,north central,1,harvest,grapple skidder (medium),130,diesel,0.6362,gallon,dry short ton
forest whole tree,no tillage,northeast,1,harvest,grapple skidder (medium),130,diesel,0.6362,gallon,dry short ton
forest whole tree,no tillage,pacific northwest,1,harvest,grapple skidder (medium),130,diesel,0.6362,gallon,dry short ton
forest whole tree,no tillage,south,1,harvest,grapple skidder (medium),130,diesel,0.6362,gallon,dry short ton
forest whole tree,no tillage,inland west,1,harvest,grapple skidder (large),155,diesel,0.6322,gallon,dry short ton
forest whole tree,no tillage,north central,1,harvest,grapple skidder (large),155,diesel,0.6322,gallon,dry short ton
forest whole tree,no tillage,northeast,1,harvest,grapple skidder (large),155,diesel,0.6322,gallon,dry short ton
forest whole tree,no tillage,pacific northwest,1,harvest,grapple skidder (large),155,diesel,0.6322,gallon,dry short ton
forest whole tree,no tillage,south,1,harvest,grapple skidder (large),155,diesel,0.6322,gallon,dry short ton
forest whole tree,no tillage,pacific northwest,1,harvest,loader (medium),174,diesel,0.4134,gallon,dry short ton
forest whole tree,no tillage,pacific northwest,1,harvest,loader (large),174,diesel,0.2315,gallon,dry short ton
forest whole tree,no tillage,inland west,1,harvest,loader (medium),174,diesel,0.4134,gallon,dry short ton
forest whole tree,no tillage,north central,1,harvest,loader (medium),174,diesel,0.4134,gallon,dry short ton
forest whole tree,no tillage,northeast,1,harvest,loader (medium),174,diesel,0.4134,gallon,dry short ton
forest whole tree,no tillage,south,1,harvest,loader (medium),174,diesel,0.4134,gallon,dry short ton
forest whole tree,no tillage,inland west,1,harvest,loader (large),174,diesel,0.2315,gallon,dry short ton
forest whole tree,no tillage,north central,1,harvest,loader (large),174,diesel,0.2315,gallon,dry short ton
forest whole tree,no tillage,northeast,1,harvest,loader (large),174,diesel,0.2315,gallon,dry short ton
forest whole tree,no tillage,south,1,harvest,loader (large),174,diesel,0.2315,gallon,dry short ton
forest whole tree,no tillage,pacific northwest,1,harvest,skyline (medium),250,diesel,1.4096,gallon,dry short ton
forest whole tree,no tillage,pacific northwest,1,harvest,skyline (large),400,diesel,0.813,gallon,dry short ton
forest whole tree,no tillage,inland west,1,harvest,whole tree chipper (medium),450,diesel,0.225,gallon,dry short ton
forest whole tree,no tillage,north central,1,harvest,whole tree chipper (medium),450,diesel,0.225,gallon,dry short ton
forest whole tree,no tillage,northeast,1,harvest,whole tree chipper (medium),450,diesel,0.225,gallon,dry short ton
forest whole tree,no tillage,pacific northwest,1,harvest,whole tree chipper (medium),450,diesel,0.225,gallon,dry short ton
forest whole tree,no tillage,south,1,harvest,whole tree chipper (medium),450,diesel,0.225,gallon,dry short ton
forest whole tree,no tillage,inland west,1,harvest,whole tree chipper (large),750,diesel,0.2812,gallon,dry short ton
forest whole tree,no tillage,north central,1,harvest,whole tree chipper (large),750,diesel,0.2812,gallon,dry short ton
forest whole tree,no tillage,northeast,1,harvest,whole tree chipper (large),750,diesel,0.2812,gallon,dry short ton
forest whole tree,no tillage,pacific northwest,1,harvest,whole tree chipper (large),750,diesel,0.2812,gallon,dry short ton
forest whole tree,no tillage,south,1,harvest,whole tree chipper (large),750,diesel,0.2812,gallon,dry short ton
forest whole tree,no tillage,pacific northwest,1,establishment,d6 crawler tractor,200,time,0.25,hour,acre
forest whole tree,no tillage,inland west,1,establishment,d6 crawler tractor,200,time,0.25,hour,acre
forest whole tree,no tillage,north central,1,establishment,d6 crawler tractor,200,time,0.25,hour,acre
forest whole tree,no tillage,northeast,1,establishment,d6 crawler tractor,200,time,0.25,hour,acre
forest whole tree,no tillage,south,1,establishment,d6 crawler tractor,200,time,0.25,hour,acre
forest residues,no tillage,inland west,1,harvest,loader (medium),174,time,0.081017581,hour,dry short ton
forest residues,no tillage,north central,1,harvest,loader (medium),174,time,0.081017581,hour,dry short ton
forest residues,no tillage,northeast,1,harvest,loader (medium),174,time,0.081017581,hour,dry short ton
forest residues,no tillage,pacific northwest,1,harvest,loader (medium),174,time,0.081017581,hour,dry short ton
forest residues,no tillage,inland west,1,harvest,loader (large),174,time,0.150534397,hour,dry short ton
forest residues,no tillage,north central,1,harvest,loader (large),174,time,0.150534397,hour,dry short ton
forest residues,no tillage,northeast,1,harvest,loader (large),174,time,0.150534397,hour,dry short ton
forest residues,no tillage,pacific northwest,1,harvest,loader (large),174,time,0.150534397,hour,dry short ton
forest residues,no tillage,south,1,harvest,loader (medium),174,time,0.081017581,hour,dry short ton
forest residues,no tillage,south,1,harvest,loader (large),174,time,0.150534397,hour,dry short ton
forest whole tree,no tillage,pacific northwest,1,harvest,chainsaw delimbing,3.4,time,0.192752506,hour,dry short ton
forest whole tree,no tillage,inland west,1,harvest,feller buncher (medium),180,time,0.064817215,hour,dry short ton
forest whole tree,no tillage,north central,1,harvest,feller buncher (medium),180,time,0.064817215,hour,dry short ton
forest whole tree,no tillage,northeast,1,harvest,feller buncher (medium),180,time,0.064817215,hour,dry short ton
forest whole tree,no tillage,pacific northwest,1,harvest,feller buncher (medium),180,time,0.064817215,hour,dry short ton
forest whole tree,no tillage,south,1,harvest,feller buncher (medium),180,time,0.064817215,hour,dry short ton
forest whole tree,no tillage,inland west,1,harvest,feller buncher (large),215,time,0.054013179,hour,dry short ton
forest whole tree,no tillage,north central,1,harvest,feller buncher (large),215,time,0.054013179,hour,dry short ton
forest whole tree,no tillage,northeast,1,harvest,feller buncher (large),215,time,0.054013179,hour,dry short ton
forest whole tree,no tillage,pacific northwest,1,harvest,feller buncher (large),215,time,0.054013179,hour,dry short ton
forest whole tree,no tillage,south,1,harvest,feller buncher (large),215,time,0.054013179,hour,dry short ton
forest residues,no tillage,inland west,1,harvest,whole tree chipper (medium),450,time,0.032666928,hour,dry short ton
forest residues,no tillage,north central,1,harvest,whole tree chipper (medium),450,time,0.032666928,hour,dry short ton
forest residues,no tillage,northeast,1,harvest,whole tree chipper (medium),450,time,0.032666928,hour,dry short ton
forest residues,no tillage,pacific northwest,1,harvest,whole tree chipper (medium),450,time,0.032666928,hour,dry short ton
forest residues,no tillage,inland west,1,harvest,whole tree chipper (large),750,time,0.024500196,hour,dry short ton
forest residues,no tillage,north central,1,harvest,whole tree chipper (large),750,time,0.024500196,hour,dry short ton
forest residues,no tillage,northeast,1,harvest,whole tree chipper (large),750,time,0.024500196,hour,dry short ton
forest residues,no tillage,pacific northwest,1,harvest,whole tree chipper (large),750,time,0.024500196,hour,dry short ton
forest residues,no tillage,south,1,harvest,whole tree chipper (medium),450,time,0.032666928,hour,dry short ton
forest residues,no tillage,south,1,harvest,whole tree chipper (large),750,time,0.024500196,hour,dry short ton
forest whole tree,no tillage,pacific northwest,1,harvest,hand felling (thin),3.4,time,0.420875421,hour,dry short ton
forest whole tree,no tillage,pacific northwest,1,harvest,hand felling (cc),3.4,time,0.420875421,hour,dry short ton
forest whole tree,no tillage,inland west,1,harvest,grapple skidder (medium),130,time,0.259268862,hour,dry short ton
forest whole tree,no tillage,north central,1,harvest,grapple skidder (medium),130,time,0.259268862,hour,dry short ton
forest whole tree,no tillage,northeast,1,harvest,grapple skidder (medium),130,time,0.259268862,hour,dry short ton
forest whole tree,no tillage,pacific northwest,1,harvest,grapple skidder (medium),130,time,0.259268862,hour,dry short ton
forest whole tree,no tillage,south,1,harvest,grapple skidder (medium),130,time,0.259268862,hour,dry short ton
forest whole tree,no tillage,inland west,1,harvest,grapple skidder (large),155,time,0.216076059,hour,dry short ton
forest whole tree,no tillage,north central,1,harvest,grapple skidder (large),155,time,0.216076059,hour,dry short ton
forest whole tree,no tillage,northeast,1,harvest,grapple skidder (large),155,time,0.216076059,hour,dry short ton
forest whole tree,no tillage,pacific northwest,1,harvest,grapple skidder (large),155,time,0.216076059,hour,dry short ton
forest whole tree,no tillage,south,1,harvest,grapple skidder (large),155,time,0.216076059,hour,dry short ton
forest whole tree,no tillage,pacific northwest,1,harvest,loader (medium),174,time,0.081017581,hour,dry short ton
forest whole tree,no tillage,pacific northwest,1,harvest,loader (large),174,time,0.150534397,hour,dry short ton
forest whole tree,no tillage,inland west,1,harvest,loader (medium),174,time,0.081017581,hour,dry short ton
forest whole tree,no tillage,north central,1,harvest,loader (medium),174,time,0.081017581,hour,dry short ton
forest whole tree,no tillage,northeast,1,harvest,loader (medium),174,time,0.081017581,hour,dry short ton
forest whole tree,no tillage,south,1,harvest,loader (medium),174,time,0.081017581,hour,dry short ton
forest whole tree,no tillage,inland west,1,harvest,loader (large),174,time,0.150534397,hour,dry short ton
forest whole tree,no tillage,north central,1,harvest,loader (large),174,time,0.150534397,hour,dry short ton
forest whole tree,no tillage,northeast,1,harvest,loader (large),174,time,0.150534397,hour,dry short ton
forest whole tree,no tillage,south,1,harvest,loader (large),174,time,0.150534397,hour,dry short ton
forest whole tree,no tillage,pacific northwest,1,harvest,skyline (medium),250,time,0.298685783,hour,dry short ton
forest whole tree,no tillage,pacific northwest,1,harvest,skyline (large),400,time,0.107665805,hour,dry short ton
forest whole tree,no tillage,inland west,1,harvest,whole tree chipper (medium),450,time,0.032666928,hour,dry short ton
forest whole tree,no tillage,north central,1,harvest,whole tree chipper (medium),450,time,0.032666928,hour,dry short ton
forest whole tree,no tillage,northeast,1,harvest,whole tree chipper (medium),450,time,0.032666928,hour,dry short ton
forest whole tree,no tillage,pacific northwest,1,harvest,whole tree chipper (medium),450,time,0.032666928,hour,dry short ton
forest whole tree,no tillage,south,1,harvest,whole tree chipper (medium),450,time,0.032666928,hour,dry short ton
forest whole tree,no tillage,inland west,1,harvest,whole tree chipper (large),750,time,0.024500196,hour,dry short ton
forest whole tree,no tillage,north central,1,harvest,whole tree chipper (large),750,time,0.024500196,hour,dry short ton
forest whole tree,no tillage,northeast,1,harvest,whole tree chipper (large),750,time,0.024500196,hour,dry short ton
forest whole tree,no tillage,pacific northwest,1,harvest,whole tree chipper (large),750,time,0.024500196,hour,dry short ton
forest whole tree,no tillage,south,1,harvest,whole tree chipper (large),750,time,0.024500196,hour,dry short ton
forest whole tree,no tillage,pacific northwest,1,establishment,burn and hand plant,,nitrogen,40,pound,acre
forest whole tree,no tillage,inland west,1,establishment,burn and hand plant,,nitrogen,40,pound,acre
forest whole tree,no tillage,north central,1,establishment,burn and hand plant,,nitrogen,40,pound,acre
forest whole tree,no tillage,northeast,1,establishment,burn and hand plant,,nitrogen,40,pound,acre
forest whole tree,no tillage,south,1,establishment,burn and hand plant,,nitrogen,40,pound,acre
forest whole tree,no tillage,pacific northwest,1,establishment,d6 crawler tractor,200,nitrogen,40,pound,acre
forest whole tree,no tillage,inland west,1,establishment,d6 crawler tractor,200,nitrogen,40,pound,acre
forest whole tree,no tillage,north central,1,establishment,d6 crawler tractor,200,nitrogen,40,pound,acre
forest whole tree,no tillage,northeast,1,establishment,d6 crawler tractor,200,nitrogen,40,pound,acre
forest whole tree,no tillage,south,1,establishment,d6 crawler tractor,200,nitrogen,40,pound,acre
forest whole tree,no tillage,pacific northwest,1,establishment,burn and hand plant,,p2o5,25,pound,acre
forest whole tree,no tillage,inland west,1,establishment,burn and hand plant,,p2o5,25,pound,acre
forest whole tree,no tillage,north central,1,establishment,burn and hand plant,,p2o5,25,pound,acre
forest whole tree,no tillage,northeast,1,establishment,burn and hand plant,,p2o5,25,pound,acre
forest whole tree,no tillage,south,1,establishment,burn and hand plant,,p2o5,25,pound,acre
forest whole tree,no tillage,pacific northwest,1,establishment,d6 crawler tractor,200,p2o5,25,pound,acre
forest whole tree,no tillage,inland west,1,establishment,d6 crawler tractor,200,p2o5,25,pound,acre
forest whole tree,no tillage,north central,1,establishment,d6 crawler tractor,200,p2o5,25,pound,acre
forest whole tree,no tillage,northeast,1,establishment,d6 crawler tractor,200,p2o5,25,pound,acre
forest whole tree,no tillage,south,1,establishment,d6 crawler tractor,200,p2o5,25,pound,acre
forest whole tree,no tillage,pacific northwest,1,establishment,burn and hand plant,,k2o,0,pound,acre
forest whole tree,no tillage,inland west,1,establishment,burn and hand plant,,k2o,0,pound,acre
forest whole tree,no tillage,north central,1,establishment,burn and hand plant,,k2o,0,pound,acre
forest whole tree,no tillage,northeast,1,establishment,burn and hand plant,,k2o,0,pound,acre
forest whole tree,no tillage,south,1,establishment,burn and hand plant,,k2o,0,pound,acre
forest whole tree,no tillage,pacific northwest,1,establishment,d6 crawler tractor,200,k2o,0,pound,acre
forest whole tree,no tillage,inland west,1,establishment,d6 crawler tractor,200,k2o,0,pound,acre
forest whole tree,no tillage,north central,1,establishment,d6 crawler tractor,200,k2o,0,pound,acre
forest whole tree,no tillage,northeast,1,establishment,d6 crawler tractor,200,k2o,0,pound,acre
forest whole tree,no tillage,south,1,establishment,d6 crawler tractor,200,k2o,0,pound,acre
forest whole tree,no tillage,pacific northwest,1,establishment,burn and hand plant,,lime,0,pound,acre
forest whole tree,no tillage,inland west,1,establishment,burn and hand plant,,lime,0,pound,acre
forest whole tree,no tillage,north central,1,establishment,burn and hand plant,,lime,0,pound,acre
forest whole tree,no tillage,northeast,1,establishment,burn and hand plant,,lime,0,pound,acre
forest whole tree,no tillage,south,1,establishment,burn and hand plant,,lime,0,pound,acre
forest whole tree,no tillage,pacific northwest,1,establishment,d6 crawler tractor,200,lime,0,pound,acre
forest whole tree,no tillage,inland west,1,establishment,d6 crawler tractor,200,lime,0,pound,acre
forest whole tree,no tillage,north central,1,establishment,d6 crawler tractor,200,lime,0,pound,acre
forest whole tree,no tillage,northeast,1,establishment,d6 crawler tractor,200,lime,0,pound,acre
forest whole tree,no tillage,south,1,establishment,d6 crawler tractor,200,lime,0,pound,acre
forest whole tree,no tillage,pacific northwest,1,establishment,burn and hand plant,,herbicide,0.1875,pound,acre
forest whole tree,no tillage,inland west,1,establishment,burn and hand plant,,herbicide,0.1875,pound,acre
forest whole tree,no tillage,north central,1,establishment,burn and hand plant,,herbicide,0.1875,pound,acre
forest whole tree,no tillage,northeast,1,establishment,burn and hand plant,,herbicide,0.1875,pound,acre
forest whole tree,no tillage,south,1,establishment,burn and hand plant,,herbicide,0.1875,pound,acre
forest whole tree,no tillage,pacific northwest,1,establishment,d6 crawler tractor,200,herbicide,0.1875,pound,acre
forest whole tree,no tillage,inland west,1,establishment,d6 crawler tractor,200,herbicide,0.1875,pound,acre
forest whole tree,no tillage,north central,1,establishment,d6 crawler tractor,200,herbicide,0.1875,pound,acre
forest whole tree,no tillage,northeast,1,establishment,d6 crawler tractor,200,herbicide,0.1875,pound,acre
forest whole tree,no tillage,south,1,establishment,d6 crawler tractor,200,herbicide,0.1875,pound,acre
barley straw,reduced tillage,1,1,harvest,tractor 2wd 160 hp,160,time,0.103125,hour,acre
barley straw,reduced tillage,1,1,harvest,tractor 2wd 135 hp,135,time,0.121323529,hour,acre
barley,reduced tillage,1,1,harvest,combine (2wd),390,time,0.218253968,hour,acre
barley,reduced tillage,1,1,establishment,tractor 2wd 175 hp,175,time,0.280612245,hour,acre
barley,reduced tillage,1,1,establishment,tractor 2wd 100 hp,100,time,0.087301587,hour,acre
barley,reduced tillage,1,1,maintenance,tractor 2wd 135 hp,135,time,0.087301587,hour,acre
barley,reduced tillage,1,1,establishment,tractor 2wd 175 hp,175,time,0.161132813,hour,acre
barley,reduced tillage,1,1,establishment,tractor 2wd 175 hp,175,time,0.074660634,hour,acre
barley straw,reduced tillage,2,1,harvest,tractor 2wd 160 hp,160,time,0.103125,hour,acre
barley,reduced tillage,2,1,maintenance,tractor 2wd 135 hp,135,time,0.039053254,hour,acre
barley straw,reduced tillage,2,1,harvest,tractor 2wd 135 hp,135,time,0.121323529,hour,acre
barley,reduced tillage,2,1,establishment,tractor 2wd 160 hp,160,time,0.261904762,hour,acre
barley,reduced tillage,2,1,establishment,tractor 2wd 135 hp,135,time,0.087301587,hour,acre
barley,reduced tillage,2,1,establishment,tractor 2wd 160 hp,160,time,0.261904762,hour,acre
barley,reduced tillage,2,1,harvest,combine (2wd),390,time,0.218253968,hour,acre
barley,reduced tillage,2,1,establishment,tractor 2wd 160 hp,160,time,0.074660634,hour,acre
barley,reduced tillage,3,1,establishment,tractor 2wd 135 hp,135,time,0.130952381,hour,acre
barley straw,reduced tillage,3,1,harvest,tractor 2wd 160 hp,160,time,0.103125,hour,acre
barley,reduced tillage,3,1,establishment,tractor 2wd 135 hp,135,time,0.107421875,hour,acre
barley straw,reduced tillage,3,1,harvest,tractor 2wd 135 hp,135,time,0.121323529,hour,acre
barley,reduced tillage,3,1,maintenance,tractor 2wd 100 hp,100,time,0.039053254,hour,acre
barley,reduced tillage,3,1,harvest,combine with row header (2wd),390,time,0.218253968,hour,acre
barley,reduced tillage,3,1,maintenance,tractor 2wd 100 hp,100,time,0.087301587,hour,acre
barley,reduced tillage,4,1,establishment,tractor 2wd 135 hp,135,time,0.105769231,hour,acre
barley,reduced tillage,4,1,harvest,combine (2wd),390,time,0.218253968,hour,acre
barley,reduced tillage,4,1,establishment,tractor 2wd 160 hp,160,time,0.261904762,hour,acre
barley,reduced tillage,4,1,establishment,tractor 2wd 160 hp,160,time,0.074660634,hour,acre
barley,reduced tillage,4,1,establishment,tractor 2wd 160 hp,160,time,0.261904762,hour,acre
barley straw,reduced tillage,4,1,harvest,tractor 2wd 160 hp,160,time,0.103125,hour,acre
barley,reduced tillage,4,1,maintenance,tractor 2wd 135 hp,135,time,0.039053254,hour,acre
barley straw,reduced tillage,4,1,harvest,tractor 2wd 135 hp,135,time,0.121323529,hour,acre
barley,reduced tillage,5,1,maintenance,tractor 2wd 135 hp,135,time,0.039053254,hour,acre
barley,reduced tillage,5,1,establishment,tractor 2wd 175 hp,175,time,0.074660634,hour,acre
barley,reduced tillage,5,1,establishment,tractor 2wd 175 hp,175,time,0.178571429,hour,acre
barley,reduced tillage,5,1,harvest,combine (2wd),390,time,0.218253968,hour,acre
barley,reduced tillage,5,1,establishment,tractor 2wd 175 hp,175,time,0.074660634,hour,acre
barley,reduced tillage,5,1,establishment,tractor 2wd 160 hp,160,time,0.087301587,hour,acre
barley straw,reduced tillage,5,1,harvest,tractor 2wd 160 hp,160,time,0.103125,hour,acre
barley,reduced tillage,5,1,establishment,tractor 2wd 175 hp,175,time,0.06302521,hour,acre
barley straw,reduced tillage,5,1,harvest,tractor 2wd 135 hp,135,time,0.121323529,hour,acre
barley,reduced tillage,6,1,establishment,tractor 2wd 135 hp,135,time,0.105769231,hour,acre
barley,reduced tillage,6,1,harvest,combine (2wd),390,time,0.218253968,hour,acre
barley,reduced tillage,6,1,maintenance,tractor 2wd 135 hp,135,time,0.039053254,hour,acre
barley straw,reduced tillage,6,1,harvest,tractor 2wd 160 hp,160,time,0.103125,hour,acre
barley straw,reduced tillage,6,1,harvest,tractor 2wd 135 hp,135,time,0.121323529,hour,acre
barley,reduced tillage,6,1,establishment,tractor 2wd 160 hp,160,time,0.261904762,hour,acre
barley,reduced tillage,6,1,establishment,tractor 2wd 160 hp,160,time,0.261904762,hour,acre
barley,reduced tillage,6,1,establishment,tractor 2wd 160 hp,160,time,0.074660634,hour,acre
barley,reduced tillage,7,1,harvest,combine (2wd),390,time,0.218253968,hour,acre
barley,reduced tillage,7,1,establishment,tractor 2wd 160 hp,160,time,0.261904762,hour,acre
barley,reduced tillage,7,1,establishment,tractor 2wd 160 hp,160,time,0.074660634,hour,acre
barley,reduced tillage,7,1,establishment,tractor 2wd 160 hp,160,time,0.107421875,hour,acre
barley,reduced tillage,7,1,establishment,tractor 2wd 160 hp,160,time,0.107421875,hour,acre
barley straw,reduced tillage,7,1,harvest,tractor 2wd 160 hp,160,time,0.103125,hour,acre
barley straw,reduced tillage,7,1,harvest,tractor 2wd 135 hp,135,time,0.121323529,hour,acre
barley,reduced tillage,7,1,maintenance,tractor 2wd 135 hp,135,time,0.039053254,hour,acre
barley,reduced tillage,8,1,establishment,tractor 2wd 160 hp,160,time,0.178571429,hour,acre
barley straw,reduced tillage,8,1,harvest,tractor 2wd 135 hp,135,time,0.121323529,hour,acre
barley,reduced tillage,8,1,maintenance,tractor 2wd 160 hp,160,time,0.039053254,hour,acre
barley straw,reduced tillage,8,1,harvest,tractor 2wd 160 hp,160,time,0.103125,hour,acre
barley,reduced tillage,8,1,establishment,tractor 2wd 160 hp,160,time,0.06302521,hour,acre
barley,reduced tillage,8,1,establishment,tractor 2wd 160 hp,160,time,0.161764706,hour,acre
barley,reduced tillage,8,1,establishment,tractor 2wd 160 hp,160,time,0.161764706,hour,acre
barley,reduced tillage,8,1,establishment,tractor 2wd 160 hp,160,time,0.087301587,hour,acre
barley,reduced tillage,8,1,harvest,combine (2wd),390,time,0.218253968,hour,acre
barley straw,reduced tillage,9,1,harvest,tractor 2wd 135 hp,135,time,0.121323529,hour,acre
barley,reduced tillage,9,1,establishment,tractor 2wd 160 hp,160,time,0.074660634,hour,acre
barley,reduced tillage,9,1,establishment,tractor 2wd 160 hp,160,time,0.261904762,hour,acre
barley,reduced tillage,9,1,maintenance,tractor 2wd 135 hp,135,time,0.039053254,hour,acre
barley straw,reduced tillage,9,1,harvest,tractor 2wd 160 hp,160,time,0.103125,hour,acre
barley,reduced tillage,9,1,establishment,tractor 2wd 160 hp,160,time,0.06302521,hour,acre
barley,reduced tillage,9,1,harvest,combine (2wd),390,time,0.218253968,hour,acre
barley,reduced tillage,9,1,establishment,tractor 2wd 160 hp,160,time,0.107421875,hour,acre
barley straw,reduced tillage,10,1,harvest,tractor 2wd 135 hp,135,time,0.121323529,hour,acre
barley,reduced tillage,10,1,establishment,tractor 2wd 160 hp,160,time,0.074660634,hour,acre
barley,reduced tillage,10,1,establishment,tractor 2wd 160 hp,160,time,0.06302521,hour,acre
barley,reduced tillage,10,1,maintenance,tractor 2wd 135 hp,135,time,0.039053254,hour,acre
barley,reduced tillage,10,1,establishment,tractor 2wd 160 hp,160,time,0.107421875,hour,acre
barley,reduced tillage,10,1,establishment,tractor 2wd 160 hp,160,time,0.261904762,hour,acre
barley,reduced tillage,10,1,harvest,combine (2wd),390,time,0.218253968,hour,acre
barley straw,reduced tillage,10,1,harvest,tractor 2wd 160 hp,160,time,0.103125,hour,acre
barley straw,reduced tillage,11,1,harvest,tractor 2wd 135 hp,135,time,0.121323529,hour,acre
barley,reduced tillage,11,1,harvest,combine (2wd),390,time,0.218253968,hour,acre
barley,reduced tillage,11,1,establishment,tractor 2wd 160 hp,160,time,0.143229167,hour,acre
barley,reduced tillage,11,1,establishment,tractor 2wd 100 hp,100,time,0.280612245,hour,acre
barley straw,reduced tillage,11,1,harvest,tractor 2wd 160 hp,160,time,0.103125,hour,acre
barley,reduced tillage,11,1,establishment,tractor 2wd 135 hp,135,time,0.163690476,hour,acre
barley,reduced tillage,11,1,establishment,tractor 2wd 100 hp,100,time,0.105229592,hour,acre
barley,reduced tillage,11,1,maintenance,tractor 2wd 135 hp,135,time,0.039053254,hour,acre
barley,reduced tillage,11,1,establishment,tractor 2wd 100 hp,100,time,0.039053254,hour,acre
barley,reduced tillage,11,1,establishment,tractor 2wd 100 hp,100,time,0.105769231,hour,acre
barley,reduced tillage,11,1,establishment,tractor 2wd 100 hp,100,time,0.143229167,hour,acre
barley,reduced tillage,11,1,establishment,tractor 2wd 85 hp,85,time,0.229166667,hour,acre
barley,reduced tillage,11,1,establishment,tractor 2wd 100 hp,100,time,0.087301587,hour,acre
barley straw,reduced tillage,12,1,harvest,tractor 2wd 160 hp,160,time,0.103125,hour,acre
barley,reduced tillage,12,1,establishment,tractor 2wd 205 hp,205,time,0.107421875,hour,acre
barley,reduced tillage,12,1,harvest,combine - hilside,390,time,0.218253968,hour,acre
barley,reduced tillage,12,1,maintenance,tractor 2wd 205 hp,205,time,0.261904762,hour,acre
barley,reduced tillage,12,1,establishment,tractor 2wd 205 hp,205,time,0.039053254,hour,acre
barley straw,reduced tillage,12,1,harvest,tractor 2wd 135 hp,135,time,0.121323529,hour,acre
barley,reduced tillage,12,1,establishment,tractor 2wd 205 hp,205,time,0.074660634,hour,acre
barley,reduced tillage,12,1,establishment,tractor 2wd 205 hp,205,time,0.074660634,hour,acre
barley,reduced tillage,12,1,establishment,tractor 2wd 205 hp,205,time,0.087301587,hour,acre
barley,reduced tillage,12,1,maintenance,tractor 2wd 205 hp,205,time,0.039053254,hour,acre
barley,reduced tillage,12,1,establishment,tractor 2wd 205 hp,205,time,0.147321429,hour,acre
barley,reduced tillage,12,1,maintenance,tractor 2wd 205 hp,205,time,0.038823529,hour,acre
barley,reduced tillage,12,1,establishment,tractor 2wd 205 hp,205,time,0.130952381,hour,acre
barley,reduced tillage,13,1,establishment,tractor 2wd 135 hp,135,time,0.130952381,hour,acre
barley,reduced tillage,13,1,establishment,tractor 2wd 135 hp,135,time,0.107421875,hour,acre
barley straw,reduced tillage,13,1,harvest,tractor 2wd 160 hp,160,time,0.103125,hour,acre
barley straw,reduced tillage,13,1,harvest,tractor 2wd 135 hp,135,time,0.121323529,hour,acre
barley,reduced tillage,13,1,maintenance,tractor 2wd 100 hp,100,time,0.039053254,hour,acre
barley,reduced tillage,13,1,harvest,combine with row header (2wd),390,time,0.218253968,hour,acre
corn grain,reduced tillage,1,1,establishment,tractor 4wd 205 hp,205,time,0.161132813,hour,acre
corn grain,reduced tillage,1,1,establishment,tractor 4wd 205 hp,205,time,0.261904762,hour,acre
corn grain,reduced tillage,1,1,establishment,tractor 4wd 205 hp,205,time,0.114583333,hour,acre
corn grain,reduced tillage,1,1,establishment,tractor 2wd 100 hp,100,time,0.087301587,hour,acre
corn stover,reduced tillage,1,1,harvest,tractor 2wd 135 hp,135,time,0.0859375,hour,acre
corn grain,reduced tillage,1,1,maintenance,tractor 4wd 205 hp,205,time,0.039053254,hour,acre
corn grain,reduced tillage,1,1,maintenance,tractor 4wd 205 hp,205,time,0.039053254,hour,acre
corn grain,reduced tillage,1,1,harvest,combine with row header (2wd),390,time,0.218253968,hour,acre
corn grain,reduced tillage,1,1,maintenance,tractor 4wd 205 hp,205,time,0.087301587,hour,acre
corn stover,reduced tillage,1,1,harvest,tractor 2wd 160 hp,160,time,0.103125,hour,acre
