feed_id,sply_fips,used_qnty,avg_flddep_dist,avg_depref_dist,avg_total_cost,avg_dist
Wastes,5029,759,26.58,0,70.03,26.58
Wastes,51800,3047,41.84,0,70.04,41.84
Residues,37061,15425,20.26,53.5,70.06,73.76
Wastes,5007,8324,26.71,0,70.06,26.71
Residues,37137,15461,16.96,57.09,70.07,74.05
Residues,48407,1797,63.08,0,70.07,63.08
Wastes,21209,1753,41.79,0,70.08,41.79
Wastes,47009,4435,4.39,0,70.09,4.39
Residues,1127,17260,10.41,68.17,70.11,78.58
Residues,28067,2962,14.72,57.3,70.11,72.02
SRWC - coppice,36019,24774,9.65,88.27,70.11,97.92
Residues,13133,1091,18.41,60.8,70.12,79.21
SRWC - coppice,18111,2617,24.06,83.63,70.14,107.69
Residues,37193,3558,60.17,0,70.17,60.17
SRWC - coppice,42091,16635,18.67,91.72,70.17,110.39
Wastes,21043,983,44.51,0,70.18,44.51
Wastes,45085,3865,20.4,0,70.18,20.4
SRWC - coppice,47035,26819,15.76,88.05,70.18,103.81
Residues,18013,38,11.2,49.78,70.2,60.98
Wastes,34033,2349,40.57,0,70.22,40.57
Residues,51089,11521,11.76,64.42,70.23,76.18
Residues,1119,2951,0,79.48,70.23,79.48
SRWC - coppice,17019,9362,6.99,112.36,70.23,119.35
Residues,13013,2446,60.62,0,70.24,60.62
SRWC - coppice,39045,18601,31.68,66.44,70.25,98.12
SRWC - coppice,39155,16611,42.75,54.17,70.25,96.92
Residues,28091,24279,15.23,59.9,70.26,75.13
Residues,50007,1896,49.72,0,70.27,49.72
Residues,28015,5360,17.29,56.5,70.27,73.79
Wastes,37009,971,42.6,0,70.27,42.6
Wastes,51169,815,45.17,0,70.27,45.17
Wastes,48339,17352,27.07,0,70.275,27.07
Residues,34031,167,40.87,0,70.3,40.87
SRWC - coppice,36037,366,30.66,57.46,70.31,88.12
Residues,36007,1081,57.26,0,70.32,57.26
SRWC - coppice,54061,33342,36.66,73.43,70.32,110.09
Residues,21217,1585,55.74,0,70.35,55.74
Residues,5143,3100,22.35,49.6,70.35,71.95
SRWC - coppice,39017,63548,32.43,79.55587713,70.35213099,111.9858771
Wastes,51075,763,0,53.8,70.36,53.8
SRWC - coppice,24023,37322,30.01,69.52,70.36,99.53
Residues,51165,1090,64.06,0,70.39,64.06
Residues,26137,21502,46.37,0,70.39422844,46.37
Residues,13219,9537,21.17,60.8,70.4,81.97
SRWC - coppice,54035,55929,11.94,88.17863863,70.4141592,100.1186386
Residues,37125,34819,14.01,60.1,70.43,74.11
Wastes,18109,2475,43.72,0,70.44,43.72
Residues,24037,1273,0,70.4,70.46,70.4
SRWC - coppice,54009,40,29.26,73.43,70.46,102.69
Residues,44003,488,12.01,56.72,70.47,68.73
SRWC - coppice,42101,117,7.28,119.2,70.47,126.48
Residues,28045,11452,11.05,70.31,70.5,81.36
Residues,51191,809,1.12,71.89,70.5,73.01
Residues,13143,2317,15.88,64.41,70.5,80.29
Residues,13021,1125,6.34,75.93,70.51,82.27
Residues,37133,956,16.79,53.5,70.51,70.29
Wastes,26075,5728,44.33,0,70.51,44.33
Wastes,17095,1871,0.62,55.17,70.53,55.79
Wastes,51079,672,42.71,0,70.53,42.71
SRWC - coppice,51031,92652,24.77,70.29,70.53,95.06
Residues,47071,4592,13.99,65.58,70.54,79.57
Wastes,20125,1232,43.92,0,70.56,43.92
Residues,21199,1834,10.77,62.56,70.57,73.33
Residues,13171,6969,41.27551442,26.80228153,70.57346535,68.07779595
SRWC - coppice,51163,113265,30.84,58.55,70.58,89.39
Residues,51053,13682,18.04,60.59,70.58,78.63
Residues,42057,2201,51.08,0,70.59,51.08
Wastes,21185,2197,50.46,0,70.6,50.46
Residues,13199,929,49.62,0,70.62,49.62
Residues,5073,1385,0.42,79.78,70.62,80.2
Residues,37191,20340,35.46767945,35.30545231,70.6205939,70.77313176
Wastes,25017,55088,32.35928914,16.42692456,70.62514994,48.7862137
Residues,1107,11998,11.04,67.89,70.63,78.93
Residues,28061,1320,14.48,57.3,70.63,71.78
SRWC - coppice,39075,71174,33.75,74.63,70.64,108.38
Wastes,1053,813,25.6,0,70.66,25.6
Wastes,42097,3382,43.67,0,70.66,43.67
SRWC - coppice,38037,109711,6.33,0,70.66,6.33
Residues,51185,2678,58.59,0,70.67,58.59
Wastes,21005,775,42.44,0,70.67,42.44
Wastes,18145,1588,48.58,0,70.67,48.58
SRWC - coppice,51029,47050,47.24104145,36.42482784,70.67058767,83.66586929
Residues,50011,1388,45.85,0,70.68,45.85
Residues,37101,9849,13.35,60.95,70.68,74.3
SRWC - coppice,24510,8,33.57,63.16,70.68,96.73
SRWC - coppice,42017,25642,21.62,91.72,70.68,113.34
Wastes,34031,18064,40.87,0,70.69,40.87
Residues,13237,1125,19.41,60.8,70.7,80.21
Wastes,21017,715,40.39,0,70.7,40.39
Residues,51165,1304,64.06,0,70.71,64.06
Residues,20207,811,48.29,0,70.72,48.29
Residues,29189,2792,12.06,58.44,70.72,70.5
Wastes,29119,820,46.88,0,70.75,46.88
SRWC - coppice,54077,89748,34.93,69.52,70.77,104.45
SRWC - coppice,23031,85,49.42,53.69,70.78,103.11
SRWC - coppice,21203,478,36.83,62.56,70.8,99.39
Wastes,48491,16330,25.38,0,70.805,25.38
Residues,13045,2153,16.56,64.41,70.81,80.97
Wastes,42119,1614,44.31,0,70.81,44.31
SRWC - coppice,24031,36383,32.96341286,56.95941181,70.81224308,89.92282467
Residues,40021,1041,57.2,0,70.82,57.2
Residues,37091,5049,18.3,56.15,70.82,74.45
Residues,47181,4026,13.69,65.58,70.83,79.27
Residues,51053,3683,18.04,60.59,70.83,78.63
Residues,37093,18973,16.45,60.1,70.84,76.55
Residues,47071,1837,13.99,65.58,70.84,79.57
Wastes,26137,860,46.37,0,70.87,46.37
SRWC - coppice,36117,13974,21.34,57.58,70.87,78.92
Residues,20021,9992,47.94,0,70.8786269,47.94
SRWC - coppice,20037,40786,32.48438803,0,70.88210219,32.48438803
Residues,45081,13562,19.33,59.89,70.89,79.22
Residues,1017,5250,0,93.28,70.89,93.28
Residues,13159,7749,24.73,60.8,70.89,85.53
Residues,45009,4617,17.01,62.33,70.89,79.34
Residues,28067,13330,14.72,57.3,70.89,72.02
SRWC - coppice,26093,12581,10.17,96.54,70.89,106.71
SRWC - coppice,34037,26935,33.22,59.52,70.89,92.74
Residues,12059,1103,17.22,55.13,70.9,72.35
Wastes,29147,836,45.82,0,70.9,45.82
Residues,27007,1094,6.51,75.29,70.91129799,81.8
Residues,13217,6782,26.67,60.8,70.92,87.47
SRWC - coppice,17073,12529,48.59083247,55.71018677,70.92454945,104.3010192
Residues,37137,5152,16.96,57.09,70.94,74.05
Residues,20011,12173,49.27,0,70.95,49.27
Residues,37073,1650,60.54,0,70.96,60.54
Wastes,42041,8555,45.19,0,70.96,45.19
Residues,47171,8259,69.47,0,70.97,69.47
Wastes,29149,393,47.01,0,70.98,47.01
Wastes,37085,4371,45.6,0,70.98,45.6
SRWC - coppice,51049,20974,30.89,53.8,70.98,84.69
Residues,53041,6336,50.57,0,71,50.57
SRWC - coppice,21237,118,22.06,83.97,71,106.03
SRWC - coppice,36069,18005,26.49,57.58,71,84.07
Residues,37003,3620,9.66,71.32,71.01,80.98
Wastes,12113,5665,46.79,0,71.01,46.79
Residues,12069,2934,42.87784594,25.09441036,71.02856851,67.9722563
Residues,47051,2393,59,0,71.03,59
Residues,37061,4827,20.26,53.5,71.03,73.76
SRWC - coppice,24005,33768,29.99,63.16,71.03,93.15
Residues,13227,6791,20.68,64.63,71.04,85.31
Residues,1127,4188,10.41,68.17,71.06,78.58
Residues,1061,12808,20.94,55.13,71.07,76.07
SRWC - coppice,42083,2582,18.48,93.27,71.09,111.75
Residues,47059,1154,66.61,0,71.1,66.61
SRWC - coppice,18009,1443,44.22,53.74,71.11,97.96
Residues,51005,4479,20.07,58.55,71.11136638,78.62
Residues,26053,123,10.01,65.83,71.13,75.84
Residues,21199,850,10.77,62.56,71.14,73.33
Wastes,42053,274,45.92,0,71.14,45.92
Residues,51089,3956,11.76,64.42,71.16,76.18
Wastes,54079,2024,47.66,0,71.16,47.66
SRWC - coppice,37051,14849,18.51,0,71.16,18.51
Wastes,50007,5674,49.72,0,71.18,49.72
Residues,54003,2232,54.27,0,71.19,54.27
Wastes,47093,15778,24.51,0,71.195,24.51
Residues,37133,9041,16.79,53.5,71.2,70.29
Wastes,21215,622,49.74,0,71.2,49.74
SRWC - coppice,54099,192,24.04,79.96,71.2,104
SRWC - coppice,17057,37996,31.78778187,78.78554901,71.20448784,110.5733309
SRWC - coppice,51167,966,24.14,71.89,71.21,96.03
Residues,5119,9763,10.76,69.58,71.22,80.34
Wastes,13151,7456,19.45,0,71.23,19.45
Residues,44009,2293,13.74,56.72,71.24,70.46
Wastes,37191,4453,45.63,0,71.25,45.63
SRWC - coppice,47025,74264,27.5,72.96,71.26,100.46
Wastes,20207,117,48.29,0,71.27,48.29
Residues,28007,16903,44.96577116,28.47021239,71.27137786,73.43598355
Wastes,21229,425,48.85190588,0,71.27978824,48.85190588
Residues,33015,851,16.59,53.69,71.28,70.28
Residues,47171,707,69.47,0,71.28,69.47
Residues,29009,909,56.05,0,71.29,56.05
Residues,37125,5121,14.01,60.1,71.3,74.11
SRWC - coppice,25013,111,41.86,62.88,71.3,104.74
Residues,54077,2331,55.85,0,71.32,55.85
Wastes,19185,227,18.35,0,71.33,18.35
Residues,51550,11280,14.9,67.72,71.33,82.62
Wastes,18067,2967,46.63,0,71.33,46.63
Wastes,40113,1717,17.79,0,71.33,17.79
Residues,21155,1079,61.08,0,71.36,61.08
Wastes,20021,760,47.94,0,71.37,47.94
Wastes,21211,1559,53.58,0,71.37,53.58
Residues,51111,970,19.71,60.59,71.38,80.3
Residues,18013,1487,11.2,49.78,71.38,60.98
Wastes,26045,3862,52.42,0,71.38,52.42
Residues,47029,2111,58.33,0,71.38259593,58.33
Residues,26135,3323,61.81,0,71.4,61.81
Residues,13165,505,14.17,63.68,71.4,77.85
Residues,47071,3310,13.99,65.58,71.4,79.57
Wastes,36043,2310,48.17,0,71.4,48.17
Wastes,40103,412,19.93,0,71.4,19.93
Wastes,21155,715,44.86,0,71.41,44.86
Residues,5143,2713,22.35,49.6,71.42,71.95
SRWC - coppice,55039,18432,25.66,84.53,71.42,110.19
Wastes,13113,3843,15.3,0,71.43,15.3
SRWC - coppice,21127,188,15.06,79.96,71.43,95.02
Residues,26053,3990,10.01,65.83,71.44645614,75.84
Residues,55039,523,58.87,0,71.45,58.87
Residues,29183,8784,15.64,58.44,71.45,74.08
Wastes,55087,6398,51.04,0,71.45,51.04
Residues,12103,434,8.21,80,71.46,88.21
Residues,22031,14753,8.62,81.62,71.46,90.24
SRWC - coppice,51017,21457,24.31,58.55,71.46,82.86
Residues,28045,1755,11.05,70.31,71.47,81.36
SRWC - coppice,36003,45243,40.46,57.46,71.47,97.92
Residues,27021,134,19.04,55.91,71.47940299,74.95
Residues,19159,586,53.3,0,71.48,53.3
Residues,26007,10227,50.97,0,71.48,50.97
Residues,47013,1682,62.61,0,71.48691439,62.61
SRWC - coppice,24021,38608,24.36,67.07,71.49,91.43
Wastes,20011,531,49.27,0,71.5,49.27
Residues,25009,5592,16.94,53.69,71.50129828,70.63
Residues,47181,925,13.69,65.58,71.51,79.27
Residues,37129,5631,4.21,85.81,71.52,90.02
SRWC - coppice,55083,17959,48.76,42.36,71.52,91.12
Residues,51141,4113,17.67,64.42,71.54,82.09
Residues,41057,8139,66.32,0,71.55,66.32
Residues,12059,923,17.22,55.13,71.55,72.35
Residues,27021,1413,19.04,55.91,71.55111111,74.95
Residues,44003,1842,12.01,56.72,71.56,68.73
SRWC - coppice,42107,9822,26.74,85.51,71.56,112.25
Residues,29211,1527,0.15,70.33,71.57,70.48
Residues,5055,926,8.41,70.9,71.57,79.31
SRWC - coppice,25011,22017,39.58,62.88,71.57,102.46
Residues,1107,7128,11.04,67.89,71.58,78.93
Wastes,50011,1726,45.85,0,71.59,45.85
SRWC - coppice,55115,464,17.54,82.25,71.59,99.79
Residues,39117,19527,58.71,0,71.6,58.71
SRWC - coppice,39033,90,35.41,80.34,71.6,115.75
Wastes,39033,1533,52.32,0,71.61,52.32
SRWC - coppice,50027,21982,38.81,60.46,71.61,99.27
Residues,53035,3853,4.42,61.94,71.62,66.36
Residues,51053,8501,18.04,60.59,71.62228326,78.63
SRWC - coppice,18157,6556,38.42740085,79.52852502,71.62277913,117.9559259
SRWC - coppice,51071,511,9.87,74.18,71.63,84.05
Residues,51550,5325,14.9,67.72,71.63953052,82.62
Wastes,51750,600,49.92,0,71.64,49.92
Residues,29009,993,56.05,0,71.65,56.05
SRWC - coppice,21013,103,33.27,72.96,71.65,106.23
SRWC - coppice,51165,16823,24.89,59.76,71.65,84.65
Wastes,6111,29882,46.35,0,71.66,46.35
Residues,13031,11244,19.04,63.68,71.67,82.72
Residues,29091,1851,60.49,0,71.68,60.49
Residues,5007,2479,26.71,49.6,71.68,76.31
Residues,13157,3532,72.12,0,71.68,72.12
Residues,47023,12021,11.19,77.61,71.7,88.8
Residues,37017,3696,24.52,50.84,71.71,75.36
SRWC - noncoppice,19117,27143,0,0,71.71,0
SRWC - coppice,24043,14060,29.47,62.42,71.72,91.89
Residues,41057,3749,66.32,0,71.72,66.32
Residues,37061,19273,20.26,53.5,71.72,73.76
Residues,37003,3054,9.66,71.32,71.72,80.98
SRWC - coppice,54037,20186,32.68,56.32,71.72,89
SRWC - coppice,51007,31946,31.77187034,57.04961842,71.72796093,88.82148876
Residues,47059,1155,66.61,0,71.74,66.61
SRWC - coppice,34031,14,40.56,59.52,71.75,100.08
Residues,54011,537,56.86,0,71.76,56.86
Residues,33015,1634,16.59,53.69,71.78,70.28
SRWC - noncoppice,21069,15929,0,0,71.79,0
Residues,51005,1337,20.07,58.55,71.79,78.62
SRWC - coppice,18025,28363,43.12,69.31,71.79,112.43
Residues,1125,9186,35.69697257,33.98934357,71.79548334,69.68631614
Residues,26029,21469,9.17,54.46,71.80764917,63.63
Residues,37093,1796,16.45,60.1,71.81,76.55
SRWC - coppice,37005,25825,21.12,85.9,71.81,107.02
SRWC - coppice,24015,71,18.81,86.86,71.81,105.67
Residues,37195,4395,22.22,60.95,71.82,83.17
SRWC - coppice,24009,1869,29.4,70.4,71.82,99.8
Wastes,38079,514,40.71,0,71.83,40.71
SRWC - coppice,55021,2657,24.78,84.53,71.83,109.31
Residues,1017,1554,0,93.28,71.84,93.28
SRWC - coppice,39117,9363,30.81,80.34,71.84,111.15
SRWC - coppice,17045,11874,48.33,71,71.85,119.33
Residues,25023,8128,44.72025098,16.28746063,71.85734252,61.00771161
SRWC - coppice,42111,43973,5.35,104.75,71.86,110.1
SRWC - coppice,54055,15908,22.91,74.18,71.86,97.09
Residues,41033,6236,0,94.44,71.87,94.44
Wastes,37047,2060,8.44,50.84,71.87,59.28
SRWC - coppice,50021,31929,41.51,60.46,71.87,101.97
Residues,53061,4286,61.46,0,71.88,61.46
Wastes,6085,65852,5.89,60.77,71.88,66.66
Residues,12133,3874,25.27,55.13,71.89,80.4
Residues,13227,1951,20.68,64.63,71.89,85.31
Residues,48365,17991,20.11,62.04,71.9,82.15
Residues,9001,288,10.51,57.26,71.9,67.77
Wastes,29189,35796,12.06,58.44,71.9,70.5
Residues,13217,768,26.67,60.8,71.91,87.47
SRWC - coppice,21231,955,36.34,62.56,71.92,98.9
SRWC - coppice,55079,19,19.35,106.55,71.92,125.9
SRWC - coppice,17009,24267,47.03780072,70.75140438,71.92455681,117.7892051
Residues,33015,5183,16.59,53.69,71.93226896,70.28
SRWC - coppice,39087,32054,24.8,79.96,71.94,104.76
Wastes,26007,1046,50.97,0,71.94,50.97
Wastes,37075,311,51.17,0,71.95,51.17
Residues,53049,12776,0.8,87.73,71.96,88.53
Residues,41033,5611,0,94.44,71.97,94.44
Wastes,12011,65090,6.42,60.86,71.97,67.28
Residues,1061,1721,20.94,55.13,71.99,76.07
SRWC - coppice,50001,41025,73.76193443,8.773331627,71.99234979,82.53526606
Residues,47023,4470,11.19,77.61,72,88.8
Residues,51127,9238,12.96,75,72,87.96
Residues,21091,2409,7.4,69.31,72,76.71
Residues,45075,23151,21.93,62.33,72.01,84.26
Residues,47181,1309,13.69,65.58,72.02,79.27
SRWC - noncoppice,26023,812,5.37,0,72.02,5.37
Residues,36095,968,17.97,53.39,72.04,71.36
SRWC - coppice,26135,643,61.81,0,72.04,61.81
SRWC - coppice,42057,25378,23.74,62.42,72.04,86.16
Wastes,18065,1762,50.2,0,72.05,50.2
SRWC - coppice,50023,379,33.5,60.46,72.06,93.96
Wastes,36007,7106,57.26,0,72.06,57.26
Residues,47071,1571,13.99,65.58,72.08,79.57
Residues,54075,423,53.07,0,72.08,53.07
SRWC - coppice,47063,466,16.75,77.91,72.08,94.66
SRWC - coppice,39041,54,32.17,80.34,72.09,112.51
SRWC - coppice,18071,96826,43.32393407,74.47989796,72.10453039,117.803832
Residues,5119,4512,10.76,69.58,72.12,80.34
Wastes,44003,5898,12.01,56.72,72.12,68.73
SRWC - coppice,24027,41,32.1,72.06,72.13,104.16
Residues,51127,2278,12.96,75,72.14,87.96
Wastes,18157,6373,52.89,0,72.14,52.89
Residues,54075,3588,53.07,0,72.16,53.07
SRWC - noncoppice,42121,2920,5.75,0,72.17,5.75
Wastes,55033,1571,52.12,0,72.17,52.12
Wastes,48053,1577,14.15,0,72.18,14.15
Residues,47013,144,62.61,0,72.19,62.61
SRWC - coppice,51043,39731,31.99,56.32,72.19,88.31
Wastes,51195,1460,51.29,0,72.2,51.29
Wastes,55139,6032,50.63,0,72.21,50.63
Residues,27007,146,6.51,75.29,72.21643836,81.8
Residues,13097,1642,30.35,64.41,72.24,94.76
Residues,28045,9126,11.05,70.31,72.25,81.36
Residues,53049,52394,0.8,87.73,72.28,88.53
SRWC - coppice,36023,32491,25.49,94.79,72.28,120.28
Wastes,26029,931,9.17,54.46,72.28,63.63
Wastes,45031,2438,33.54,0,72.28,33.54
SRWC - coppice,9005,903,11.71,117.57,72.28,129.28
SRWC - coppice,34021,1099,42.41,59.52,72.28,101.93
SRWC - coppice,39175,15991,38.87,80.34,72.28,119.21
Residues,22031,3754,8.62,81.62,72.29,90.24
Residues,51025,13803,25.77,60.59,72.31,86.36
Residues,51111,1556,19.71,60.59,72.31,80.3
Residues,42019,5960,18.78,56.95,72.33,75.73
Residues,54011,347,56.86,0,72.34,56.86
Residues,29053,593,29.1,50.46,72.36,79.56
Residues,51550,2211,14.9,67.72,72.36,82.62
Wastes,55107,512,14.7,49.74,72.36,64.44
SRWC - coppice,51173,123,24.79,71.89,72.37,96.68
Residues,51017,5389,24.31,58.55,72.37269067,82.86
Residues,18035,46,60.46,0,72.38,60.46
SRWC - coppice,18075,49,50.7,53.74,72.38,104.44
SRWC - coppice,39109,118,23.08,111.47,72.38,134.55
Wastes,36093,5546,9.9,53.39,72.39,63.29
Wastes,53041,2702,50.57,0,72.39,50.57
Residues,33011,1566,62.34,0,72.4,62.34
Residues,37017,18850,24.52,50.84,72.4,75.36
Wastes,18003,12906,16.4,52.25,72.4,68.65
Wastes,29025,326,51.8,0,72.4,51.8
Wastes,51720,145,52.15,0,72.4,52.15
SRWC - coppice,21053,432,46.29,62.56,72.4,108.85
SRWC - coppice,29115,28124,38.15568056,74.72154459,72.40454985,112.8772252
SRWC - coppice,36071,50935,20.15,93.65,72.41,113.8
Residues,37193,5318,11.14,71.32,72.41,82.46
SRWC - coppice,29079,19615,32.73,70.33,72.41,103.06
Residues,44009,6347,13.74,56.72,72.41,70.46
Residues,28047,20763,19.77,70.31,72.42,90.08
Residues,37107,4608,30.05,53.5,72.42,83.55
Residues,53073,4187,70.96,0,72.44,70.96
Residues,26135,1179,61.81,0,72.44,61.81
Wastes,39117,1252,58.71,0,72.44,58.71
Residues,54087,2559,12.17,59.4,72.46,71.57
Residues,51141,4052,17.67,64.42,72.46,82.09
Wastes,54077,1213,55.85,0,72.46,55.85
SRWC - coppice,42089,3712,48.42,59.52,72.48,107.94
Residues,13297,12306,29.37,60.8,72.48,90.17
Wastes,42123,1474,53.04,0,72.48,53.04
SRWC - coppice,37009,38841,38.41,71.32,72.48,109.73
SRWC - coppice,18087,52343,53.16067784,47.30585236,72.48253921,100.4665302
SRWC - coppice,9009,141,52.07,57.26,72.49,109.33
SRWC - coppice,18015,4114,38.57,83.63,72.49,122.2
Residues,28127,3826,6.74,85.21,72.5,91.95
Residues,37093,5483,16.45,60.1,72.5,76.55
SRWC - coppice,47163,23649,28.06,71.89,72.5,99.95
Residues,37039,4578,71.39,0,72.50346439,71.39
Residues,45063,43384,27.9,59.89,72.51,87.79
Wastes,1003,7158,32.77,0,72.51,32.77
Residues,51071,2143,64.32,0,72.52,64.32
Residues,37185,3582,0,89.94,72.52021776,89.94
Residues,47023,245,11.19,77.61,72.56,88.8
Residues,37165,5133,24.08,60.1,72.58,84.18
SRWC - coppice,21147,217,44.3,62.56,72.58,106.86
SRWC - coppice,47089,580,26.39,77.91,72.58,104.3
Wastes,47085,654,15.95,0,72.59,15.95
Residues,51025,4084,25.77,60.59,72.5987855,86.36
Residues,54093,5838,57.89,0,72.6,57.89
Wastes,6013,38606,34.23462182,22.08331296,72.60374838,56.31793478
Wastes,18013,539,11.2,49.78,72.62,60.98
Residues,5105,2938,41.54,33.73449966,72.62260722,75.27449966
Residues,48401,15928,24.38,62.04,72.63,86.42
SRWC - coppice,37065,17010,34.54126749,9.584971193,72.63009053,44.12623868
Residues,47069,8587,13.71,77.61,72.64,91.32
Wastes,29183,13190,15.64,58.44,72.64,74.08
SRWC - coppice,54023,22088,15.85,69.52,72.64,85.37
Residues,27087,28,27.01,53.32,72.65,80.33
Residues,13031,3568,19.04,63.68,72.65,82.72
Wastes,18015,718,52.99,0,72.65,52.99
Wastes,37127,3409,52.28,0,72.65,52.28
Residues,51007,3583,25.76,60.59,72.66,86.35
SRWC - coppice,39009,21947,37.59,66.44,72.66,104.03
Wastes,38005,242,44.37,0,72.66,44.37
Residues,42051,1012,65.27,0,72.67,65.27
Wastes,48203,2407,15.81,0,72.67,15.81
Wastes,40119,2807,22.24,0,72.68,22.24
SRWC - coppice,17169,55704,25.39,98.33,72.68,123.72
Residues,53033,32405,73.51172196,0,72.682158,73.51172196
Wastes,42049,10044,50.71,0,72.69,50.71
Residues,13263,11610,18.13,63.07,72.7,81.2
Wastes,28073,2070,15.33,0,72.71,15.33
Wastes,29211,233,0.15,70.33,72.71,70.48
Wastes,37131,762,11.31,56.15,72.71,67.46
Wastes,51678,252,55.98,0,72.71,55.98
Residues,13085,11122,26.5,64.63,72.72,91.13
SRWC - coppice,39135,12143,21.85,111.47,72.73,133.32
Wastes,19115,405,24.48,0,72.73,24.48
Residues,27021,4598,19.04,55.91,72.73465637,74.95
Residues,5145,2068,20.96,62.77,72.74,83.73
Wastes,34001,9856,54.59,0,72.74,54.59
Residues,48185,5696,70.65,0,72.75,70.65
SRWC - coppice,54069,135,32.2,73.43,72.75,105.63
Residues,53073,4109,70.96,0,72.76,70.96
Wastes,19039,334,24.61,0,72.76,24.61
Wastes,51135,564,7.99,60.59,72.76,68.58
Residues,16019,14341,73.23,0,72.76,73.23
Wastes,55089,3112,61.19,0,72.78,61.19
SRWC - coppice,18041,7998,43.84,76.28,72.79,120.12
SRWC - coppice,25015,13403,42.97,62.88,72.79,105.85
SRWC - coppice,39019,54280,28.07,86.84,72.8,114.91
SRWC - coppice,51077,711,13.53,85.9,72.8,99.43
Wastes,18045,612,58.73,0,72.81,58.73
SRWC - coppice,51135,194,7.99,90.84,72.81,98.83
Residues,26005,1738,0,83.96,72.82,83.96
Residues,26039,1198,74.1,0,72.82,74.1
Residues,29091,1149,60.49,0,72.82,60.49
Wastes,12101,16832,56.73,0,72.82,56.73
Residues,6041,2383,34.69,45.26,72.82652119,79.95
Residues,48365,4737,20.11,62.04,72.84,82.15
SRWC - coppice,17075,5149,35.54,83.63,72.85,119.17
Residues,13125,831,19.2,65.27,72.87,84.47
SRWC - coppice,19173,61389,40.37,67.01,72.87,107.38
SRWC - coppice,20003,45792,4.34,61.8,72.87,66.14
Residues,37183,17441,27.3,60.95,72.88,88.25
Residues,45023,6853,14.55,79.27,72.9,93.82
Residues,51127,2298,12.96,75,72.91,87.96
Wastes,29181,502,55.44,0,72.91,55.44
Residues,12133,2208,25.27,55.13,72.92,80.4
Wastes,29011,442,0.43,65.98,72.92,66.41
Residues,47069,805,13.71,77.61,72.93,91.32
SRWC - coppice,47001,21440,34.67,72.96,72.93,107.63
Wastes,51163,801,58.57,0,72.94,58.57
Residues,37147,14367,4.05,85.5,72.94,89.55
Wastes,51530,242,57.91,0,72.94,57.91
Residues,44007,1594,23.81,56.72,72.94619197,80.53
Wastes,6081,26496,22.69,45.26,72.95,67.95
SRWC - coppice,39091,123,37.63,80.34,72.95,117.97
Residues,37057,14207,13.74,76.07,72.96,89.81
Residues,33015,4348,16.59,53.69,72.97,70.28
SRWC - coppice,26057,10357,0,114.54,72.97,114.54
SRWC - coppice,39161,50,97.97,0,72.97,97.97
Wastes,44009,4516,13.74,56.72,72.98,70.46
Wastes,48453,39242,34.17,0,72.98,34.17
SRWC - coppice,51115,1424,30.96,75,72.99,105.96
Residues,25027,12263,13.46,62.88,72.99959145,76.34
Residues,45075,3768,21.93,62.33,73,84.26
Residues,47037,463,24.14,63.18,73,87.32
Wastes,53035,9108,4.42,61.94,73.01,66.36
SRWC - noncoppice,42101,48,7.28,0,73.01,7.28
Wastes,54075,311,53.07,0,73.02,53.07
SRWC - coppice,55101,351,50.12,51.28,73.02,101.4
Residues,54021,4031,63.36,0,73.04,63.36
Residues,36103,2309,12.74,61.86,73.04,74.6
SRWC - coppice,21163,557,40.9,69.31,73.04,110.21
Wastes,12105,22024,51.83,0,73.06,51.83
Wastes,24025,8895,3.21,63.16,73.06,66.37
SRWC - coppice,47049,51916,0,125.99,73.06,125.99
Wastes,36067,16709,7.08,59.46851996,73.06626728,66.54851996
Wastes,9001,33454,10.51,57.26,73.08,67.77
Wastes,51145,1005,11.32,53.8,73.08,65.12
SRWC - coppice,47015,6138,7.69,116,73.08,123.69
Residues,40135,164,25.89,71.48,73.09,97.37
Residues,13097,66,30.35,64.41,73.1,94.76
SRWC - coppice,39057,13394,24.74,111.47,73.1,136.21
Residues,13115,3440,10.55,88,73.11,98.55
Residues,47183,3756,77.58,0,73.11,77.58
Residues,13169,1958,17.73,75.93,73.11,93.66
Wastes,37141,1931,58.74,0,73.11,58.74
Residues,54023,1116,62.77,0,73.12,62.77
Wastes,13247,3064,29.04,0,73.12,29.04
Wastes,29510,11418,16.55,58.44,73.12,74.99
Residues,13225,2179,24.38,75.93,73.13,100.31
Wastes,19135,289,26.27,0,73.13,26.27
Residues,51163,4288,30.84,58.55,73.13440765,89.39
Wastes,48113,87868,26.10378818,16.19960213,73.13978092,42.30339031
Residues,33011,12288,62.34,0,73.14,62.34
Wastes,1035,4981,40.49,0,73.14,40.49
Residues,13199,11752,20.89,63.07,73.16,83.96
Residues,5131,1535,26.28,71.48,73.17,97.76
Residues,13265,3519,24.62,65.27,73.17,89.89
Residues,13233,575,68.29,0,73.17,68.29
SRWC - coppice,36009,48846,26.27,93.27,73.17,119.54
SRWC - coppice,42123,35479,40.20909947,91.00598354,73.17000423,131.215083
Residues,37039,5824,71.39,0,73.17072802,71.39
Residues,28077,12095,26.89,59.9,73.18,86.79
Residues,37129,754,4.21,85.81,73.18,90.02
Residues,51810,3602,20.04,67.72,73.19,87.76
SRWC - coppice,9011,367,30.56,89.98,73.2,120.54
SRWC - coppice,42051,31111,39.7,73.43,73.2,113.13
Wastes,51191,1970,1.12,71.89,73.21,73.01
