feedstock,tillage_type,region_production,region_destination,equipment_group,feedstock_measure,feedstock_amount,unit_numerator,unit_denominator
forest residues,no tillage,04001,06065,inland west,harvested,527.1,dry short ton,
forest residues,no tillage,04005,08031,inland west,harvested,57,dry short ton,
forest residues,no tillage,04007,04013,inland west,harvested,308.7,dry short ton,
forest residues,no tillage,04017,08031,inland west,harvested,154.8,dry short ton,
forest residues,no tillage,04021,04013,inland west,harvested,220.9,dry short ton,
forest residues,no tillage,05001,05107,south,harvested,1190,dry short ton,
forest residues,no tillage,05003,05003,south,harvested,251.4,dry short ton,
forest residues,no tillage,05005,05063,south,harvested,5953.1,dry short ton,
forest residues,no tillage,05007,17119,south,harvested,6743.7,dry short ton,
forest residues,no tillage,05009,29007,south,harvested,3617.7,dry short ton,
forest residues,no tillage,05011,05003,south,harvested,1551.3,dry short ton,
forest residues,no tillage,05013,05003,south,harvested,2270.7,dry short ton,
forest residues,no tillage,05015,13115,south,harvested,8026.1,dry short ton,
forest residues,no tillage,05019,29007,south,harvested,2214.8,dry short ton,
forest residues,no tillage,05023,05063,south,harvested,9445.5,dry short ton,
forest residues,no tillage,05025,05041,south,harvested,2182.1,dry short ton,
forest residues,no tillage,05027,48251,south,harvested,2945.9,dry short ton,
forest residues,no tillage,05029,01099,south,harvested,1150.1,dry short ton,
forest residues,no tillage,05031,05063,south,harvested,87.6,dry short ton,
forest residues,no tillage,05033,13115,south,harvested,4824,dry short ton,
forest residues,no tillage,05037,47157,south,harvested,924.5,dry short ton,
forest residues,no tillage,05039,05003,south,harvested,2791.8,dry short ton,
forest residues,no tillage,05043,05041,south,harvested,441,dry short ton,
forest residues,no tillage,13257,45045,south,harvested,203.1,dry short ton,
forest residues,no tillage,13259,01067,south,harvested,192,dry short ton,
forest residues,no tillage,13261,13261,south,harvested,91.2,dry short ton,
forest residues,no tillage,13263,13063,south,harvested,2014.5,dry short ton,
forest residues,no tillage,13265,45003,south,harvested,488.2,dry short ton,
forest residues,no tillage,13267,45049,south,harvested,322.5,dry short ton,
forest residues,no tillage,13269,13261,south,harvested,998.9,dry short ton,
forest residues,no tillage,13271,13319,south,harvested,702.1,dry short ton,
forest residues,no tillage,13275,22043,south,harvested,445.1,dry short ton,
forest residues,no tillage,13279,22005,south,harvested,41.9,dry short ton,
forest residues,no tillage,13281,13213,south,harvested,307.5,dry short ton,
forest residues,no tillage,13283,13319,south,harvested,535.2,dry short ton,
forest residues,no tillage,13285,13063,south,harvested,3731,dry short ton,
forest residues,no tillage,13289,13319,south,harvested,837.3,dry short ton,
forest residues,no tillage,13291,13213,south,harvested,412.7,dry short ton,
forest residues,no tillage,13293,13319,south,harvested,2254.5,dry short ton,
forest residues,no tillage,13295,13213,south,harvested,1348.6,dry short ton,
forest residues,no tillage,13297,13063,south,harvested,1926.8,dry short ton,
forest residues,no tillage,13299,12023,south,harvested,167.7,dry short ton,
forest residues,no tillage,13301,13319,south,harvested,1585,dry short ton,
forest residues,no tillage,13303,13319,south,harvested,1057,dry short ton,
forest residues,no tillage,13305,37019,south,harvested,125.8,dry short ton,
forest residues,no tillage,13309,13319,south,harvested,436.3,dry short ton,
forest residues,no tillage,13311,45049,south,harvested,577.2,dry short ton,
forest residues,no tillage,13313,13213,south,harvested,1238.9,dry short ton,
forest residues,no tillage,13315,13261,south,harvested,155.2,dry short ton,
forest residues,no tillage,13317,13319,south,harvested,1553.4,dry short ton,
forest residues,no tillage,13319,13319,south,harvested,657.9,dry short ton,
forest residues,no tillage,13321,13261,south,harvested,739.2,dry short ton,
forest residues,no tillage,16005,06039,inland west,harvested,1023.8,dry short ton,
forest residues,no tillage,16007,53043,inland west,harvested,849.7,dry short ton,
forest residues,no tillage,16009,53027,inland west,harvested,1678,dry short ton,
forest residues,no tillage,16011,53071,inland west,harvested,260.9,dry short ton,
forest residues,no tillage,16017,53043,inland west,harvested,1216.5,dry short ton,
forest residues,no tillage,16019,08031,inland west,harvested,3543.2,dry short ton,
forest residues,no tillage,16021,53071,inland west,harvested,870.6,dry short ton,
forest residues,no tillage,16029,08031,inland west,harvested,2364.9,dry short ton,
forest residues,no tillage,16035,16075,inland west,harvested,2042.5,dry short ton,
forest residues,no tillage,16041,31157,inland west,harvested,1142.4,dry short ton,
forest residues,no tillage,16043,53043,inland west,harvested,10210.7,dry short ton,
forest residues,no tillage,16049,16075,inland west,harvested,1162,dry short ton,
forest residues,no tillage,16055,53027,inland west,harvested,2378.2,dry short ton,
forest residues,no tillage,16057,53027,inland west,harvested,1804.9,dry short ton,
forest residues,no tillage,16059,32003,inland west,harvested,16962.8,dry short ton,
forest residues,no tillage,16061,16075,inland west,harvested,374.8,dry short ton,
forest residues,no tillage,16069,53033,inland west,harvested,322.3,dry short ton,
forest residues,no tillage,16071,06071,inland west,harvested,1976.7,dry short ton,
forest residues,no tillage,16079,53043,inland west,harvested,1633.6,dry short ton,
forest residues,no tillage,17003,17197,north central,harvested,543.7,dry short ton,
forest residues,no tillage,17047,13115,north central,harvested,112.8,dry short ton,
forest residues,no tillage,17051,17119,north central,harvested,274.1,dry short ton,
forest residues,no tillage,17055,26091,north central,harvested,84,dry short ton,
forest residues,no tillage,17059,21059,north central,harvested,227.2,dry short ton,
forest residues,no tillage,17065,29033,north central,harvested,504.3,dry short ton,
forest residues,no tillage,17069,19045,north central,harvested,199.9,dry short ton,
forest residues,no tillage,17077,47037,north central,harvested,390.1,dry short ton,
forest residues,no tillage,17081,18171,north central,harvested,476.4,dry short ton,
forest residues,no tillage,17087,01067,north central,harvested,41.5,dry short ton,
forest residues,no tillage,17111,55079,north central,harvested,26.4,dry short ton,
forest residues,no tillage,17127,22089,north central,harvested,365.7,dry short ton,
forest residues,no tillage,17151,18085,north central,harvested,296,dry short ton,
forest residues,no tillage,17157,17119,north central,harvested,173.9,dry short ton,
forest residues,no tillage,17165,45049,north central,harvested,319.1,dry short ton,
forest residues,no tillage,17191,18065,north central,harvested,1395.3,dry short ton,
forest residues,no tillage,17193,21059,north central,harvested,633.4,dry short ton,
forest residues,no tillage,17203,17113,north central,harvested,279.9,dry short ton,
forest residues,no tillage,18005,18065,north central,harvested,135.3,dry short ton,
forest residues,no tillage,18013,18065,north central,harvested,195.3,dry short ton,
forest residues,no tillage,18019,28001,north central,harvested,51.9,dry short ton,
forest residues,no tillage,18025,21059,north central,harvested,255.6,dry short ton,
forest residues,no tillage,18035,18065,north central,harvested,21.2,dry short ton,
forest residues,no tillage,18043,29027,north central,harvested,270.5,dry short ton,
forest residues,no tillage,49013,06071,inland west,harvested,594.1,dry short ton,
forest residues,no tillage,49015,06029,inland west,harvested,168.8,dry short ton,
forest residues,no tillage,49017,16075,inland west,harvested,6679.8,dry short ton,
forest residues,no tillage,49019,40139,inland west,harvested,551.4,dry short ton,
forest residues,no tillage,49021,06095,inland west,harvested,1605,dry short ton,
forest residues,no tillage,49025,35009,inland west,harvested,4778.6,dry short ton,
forest residues,no tillage,49037,48279,inland west,harvested,120.1,dry short ton,
forest residues,no tillage,49039,06029,inland west,harvested,1056.6,dry short ton,
forest residues,no tillage,49041,06029,inland west,harvested,825.5,dry short ton,
forest residues,no tillage,49043,04013,inland west,harvested,1391.5,dry short ton,
forest residues,no tillage,49047,06071,inland west,harvested,498.8,dry short ton,
forest residues,no tillage,49049,32003,inland west,harvested,844.9,dry short ton,
forest residues,no tillage,49051,16075,inland west,harvested,1723.4,dry short ton,
forest residues,no tillage,49055,06019,inland west,harvested,117.1,dry short ton,
forest residues,no tillage,50001,42049,northeast,harvested,249.9,dry short ton,
forest residues,no tillage,50003,25003,northeast,harvested,409.8,dry short ton,
forest residues,no tillage,50005,25003,northeast,harvested,617,dry short ton,
forest residues,no tillage,50007,36047,northeast,harvested,292.6,dry short ton,
forest residues,no tillage,50009,25003,northeast,harvested,318.5,dry short ton,
forest residues,no tillage,50011,42049,northeast,harvested,347.1,dry short ton,
forest residues,no tillage,50015,36047,northeast,harvested,406.6,dry short ton,
forest residues,no tillage,50017,25003,northeast,harvested,848.8,dry short ton,
forest residues,no tillage,50019,36117,northeast,harvested,652.6,dry short ton,
forest residues,no tillage,50021,25003,northeast,harvested,1000.9,dry short ton,
forest residues,no tillage,50023,25003,northeast,harvested,497.2,dry short ton,
forest residues,no tillage,50025,25003,northeast,harvested,1108.8,dry short ton,
forest residues,no tillage,50027,25003,northeast,harvested,878.1,dry short ton,
forest residues,no tillage,51001,36117,south,harvested,4099.2,dry short ton,
forest residues,no tillage,51003,01071,south,harvested,1106.2,dry short ton,
forest residues,no tillage,51005,42003,south,harvested,1675,dry short ton,
forest residues,no tillage,51007,18085,south,harvested,777,dry short ton,
forest residues,no tillage,51009,34017,south,harvested,594.5,dry short ton,
forest residues,no tillage,51011,21191,south,harvested,98,dry short ton,
forest residues,no tillage,51015,42049,south,harvested,3643.6,dry short ton,
forest residues,no tillage,51017,17075,south,harvested,2666.3,dry short ton,
forest residues,no tillage,51019,13115,south,harvested,738.1,dry short ton,
forest residues,no tillage,51021,17197,south,harvested,115,dry short ton,
forest residues,no tillage,51023,01067,south,harvested,2379.7,dry short ton,
forest residues,no tillage,51025,45049,south,harvested,2144.6,dry short ton,
forest residues,no tillage,51027,13115,south,harvested,787.7,dry short ton,
forest residues,no tillage,51029,36047,south,harvested,718.9,dry short ton,
forest residues,no tillage,51031,36085,south,harvested,1562.6,dry short ton,
forest residues,no tillage,51033,01071,south,harvested,2669.7,dry short ton,
forest residues,no tillage,51035,21059,south,harvested,1891.7,dry short ton,
forest residues,no tillage,51036,25009,south,harvested,2154.2,dry short ton,
forest residues,no tillage,51037,37019,south,harvested,2045.2,dry short ton,
forest residues,no tillage,51041,36047,south,harvested,501.4,dry short ton,
forest residues,no tillage,51045,42049,south,harvested,2648.8,dry short ton,
forest residues,no tillage,51047,18085,south,harvested,729.7,dry short ton,
forest residues,no tillage,51051,47157,south,harvested,306.8,dry short ton,
forest residues,no tillage,51053,47037,south,harvested,2624.4,dry short ton,
forest residues,no tillage,51057,42049,south,harvested,1503.1,dry short ton,
forest residues,no tillage,51061,25009,south,harvested,79.8,dry short ton,
forest residues,no tillage,51063,26159,south,harvested,1169.8,dry short ton,
forest residues,no tillage,51065,36117,south,harvested,231,dry short ton,
forest residues,no tillage,51067,45003,south,harvested,3190.7,dry short ton,
forest residues,no tillage,51069,45049,south,harvested,713.2,dry short ton,
forest residues,no tillage,51071,17183,south,harvested,301.1,dry short ton,
forest residues,no tillage,51073,25017,south,harvested,1400.3,dry short ton,
forest residues,no tillage,51075,39139,south,harvested,997.2,dry short ton,
forest residues,no tillage,51077,17183,south,harvested,1339.2,dry short ton,
forest residues,no tillage,51081,21191,south,harvested,1504.2,dry short ton,
forest residues,no tillage,51083,13319,south,harvested,3160.1,dry short ton,
forest residues,no tillage,51085,36047,south,harvested,2028.3,dry short ton,
forest residues,no tillage,51087,13319,south,harvested,209,dry short ton,
forest residues,no tillage,51089,42049,south,harvested,2886.9,dry short ton,
forest residues,no tillage,51091,36085,south,harvested,2614.7,dry short ton,
forest residues,no tillage,51093,36047,south,harvested,210.6,dry short ton,
forest residues,no tillage,51095,21191,south,harvested,291.6,dry short ton,
forest residues,no tillage,51097,13213,south,harvested,1554,dry short ton,
forest residues,no tillage,51099,42041,south,harvested,295.2,dry short ton,
forest residues,no tillage,51101,42007,south,harvested,1827.6,dry short ton,
forest residues,no tillage,51103,21191,south,harvested,181.6,dry short ton,
forest residues,no tillage,51107,36085,south,harvested,115.7,dry short ton,
forest residues,no tillage,51111,01067,south,harvested,1387.1,dry short ton,
forest residues,no tillage,51113,01071,south,harvested,121.5,dry short ton,
forest residues,no tillage,51115,13213,south,harvested,924.6,dry short ton,
forest residues,no tillage,51117,01067,south,harvested,4664.8,dry short ton,
forest residues,no tillage,51119,13319,south,harvested,106.3,dry short ton,
forest residues,no tillage,51121,13063,south,harvested,1220.5,dry short ton,
forest residues,no tillage,51125,42007,south,harvested,479,dry short ton,
forest residues,no tillage,51127,01071,south,harvested,1381.7,dry short ton,
forest residues,no tillage,51131,13319,south,harvested,803.2,dry short ton,
forest residues,no tillage,51133,34017,south,harvested,805.9,dry short ton,
forest residues,no tillage,51135,01067,south,harvested,870.3,dry short ton,
forest residues,no tillage,51137,36117,south,harvested,260.5,dry short ton,
forest residues,no tillage,51141,45049,south,harvested,2638,dry short ton,
forest residues,no tillage,51143,21191,south,harvested,3186.9,dry short ton,
forest residues,no tillage,51145,36047,south,harvested,306.8,dry short ton,
forest residues,no tillage,51147,42041,south,harvested,213.6,dry short ton,
forest residues,no tillage,51149,39139,south,harvested,2063,dry short ton,
forest residues,no tillage,51153,45003,south,harvested,644.2,dry short ton,
forest residues,no tillage,51155,17099,south,harvested,403.1,dry short ton,
forest residues,no tillage,51157,18065,south,harvested,525.8,dry short ton,
forest residues,no tillage,51159,42007,south,harvested,904.1,dry short ton,
forest residues,no tillage,51161,42041,south,harvested,1253.9,dry short ton,
forest residues,no tillage,51163,01083,south,harvested,4647.7,dry short ton,
forest residues,no tillage,51165,39151,south,harvested,334,dry short ton,
forest residues,no tillage,51167,13261,south,harvested,301.1,dry short ton,
forest residues,no tillage,51169,26099,south,harvested,545.7,dry short ton,
forest residues,no tillage,51171,26091,south,harvested,128.4,dry short ton,
forest residues,no tillage,51173,13115,south,harvested,263.5,dry short ton,
forest residues,no tillage,51175,25017,south,harvested,6153.8,dry short ton,
forest residues,no tillage,51177,18065,south,harvested,1010.3,dry short ton,
forest residues,no tillage,51179,42041,south,harvested,323.3,dry short ton,
forest residues,no tillage,51181,36085,south,harvested,2774.5,dry short ton,
forest residues,no tillage,51183,26091,south,harvested,2841,dry short ton,
forest residues,no tillage,51185,13319,south,harvested,376.4,dry short ton,
forest residues,no tillage,51191,05107,south,harvested,228.8,dry short ton,
forest residues,no tillage,51193,26099,south,harvested,655.1,dry short ton,
forest residues,no tillage,51195,01071,south,harvested,420.7,dry short ton,
forest residues,no tillage,51197,01065,south,harvested,513.7,dry short ton,
forest residues,no tillage,51199,13319,south,harvested,113.2,dry short ton,
forest residues,no tillage,51550,12023,south,harvested,1975.9,dry short ton,
forest residues,no tillage,51800,13261,south,harvested,3510.6,dry short ton,
forest residues,no tillage,51810,34017,south,harvested,614.8,dry short ton,
forest residues,no tillage,54001,36117,northeast,harvested,113,dry short ton,
forest residues,no tillage,54003,39139,northeast,harvested,385.5,dry short ton,
forest residues,no tillage,54005,13319,northeast,harvested,810.6,dry short ton,
forest residues,no tillage,54007,45049,northeast,harvested,288.3,dry short ton,
forest residues,no tillage,54009,42007,northeast,harvested,120.1,dry short ton,
forest residues,no tillage,54011,45003,northeast,harvested,88.9,dry short ton,
forest residues,no tillage,54013,47037,northeast,harvested,289,dry short ton,
forest residues,no tillage,54015,17197,northeast,harvested,343.6,dry short ton,
forest residues,no tillage,54017,36117,northeast,harvested,126.1,dry short ton,
forest residues,no tillage,54019,01067,northeast,harvested,494.7,dry short ton,
forest residues,no tillage,54021,01067,northeast,harvested,455.3,dry short ton,
forest residues,no tillage,54023,21191,northeast,harvested,1086.6,dry short ton,
forest residues,no tillage,54025,55079,northeast,harvested,894.7,dry short ton,
forest residues,no tillage,54027,47037,northeast,harvested,151.3,dry short ton,
forest residues,no tillage,54029,42003,northeast,harvested,67.5,dry short ton,
forest residues,no tillage,54031,01083,northeast,harvested,49.1,dry short ton,
forest residues,no tillage,54033,21059,northeast,harvested,235.7,dry short ton,
forest residues,no tillage,54035,01083,northeast,harvested,667.6,dry short ton,
forest residues,no tillage,54037,13319,northeast,harvested,195,dry short ton,
forest residues,no tillage,54039,17119,northeast,harvested,494.3,dry short ton,
forest residues,no tillage,54041,13319,northeast,harvested,36.8,dry short ton,
forest residues,no tillage,54045,17119,northeast,harvested,264.8,dry short ton,
forest residues,no tillage,54047,45049,northeast,harvested,275.5,dry short ton,
forest residues,no tillage,54049,42003,northeast,harvested,138.1,dry short ton,
forest residues,no tillage,54051,42003,northeast,harvested,347.2,dry short ton,
forest residues,no tillage,54053,01099,northeast,harvested,312.2,dry short ton,
forest residues,no tillage,54055,45049,northeast,harvested,525.4,dry short ton,
forest residues,no tillage,54057,26091,northeast,harvested,247.8,dry short ton,
