feedstock,tillage_type,region_production,region_destination,equipment_group,feedstock_measure,feedstock_amount,unit_numerator,unit_denominator
forest residues,no tillage,18113,18085,north central,harvested,57.2,dry short ton,
forest residues,no tillage,18117,21059,north central,harvested,591.2,dry short ton,
forest residues,no tillage,18123,21059,north central,harvested,1008.2,dry short ton,
forest residues,no tillage,18125,21059,north central,harvested,98.8,dry short ton,
forest residues,no tillage,18127,26099,north central,harvested,309.6,dry short ton,
forest residues,no tillage,18131,18085,north central,harvested,64.6,dry short ton,
forest residues,no tillage,18133,18171,north central,harvested,7.4,dry short ton,
forest residues,no tillage,18149,18085,north central,harvested,598.8,dry short ton,
forest residues,no tillage,18151,18085,north central,harvested,39.6,dry short ton,
forest residues,no tillage,18175,17197,north central,harvested,856.3,dry short ton,
forest residues,no tillage,18179,18085,north central,harvested,40.6,dry short ton,
forest residues,no tillage,18181,17183,north central,harvested,143.8,dry short ton,
forest residues,no tillage,18183,18085,north central,harvested,39.1,dry short ton,
forest residues,no tillage,19005,19061,north central,harvested,99.9,dry short ton,
forest residues,no tillage,19039,19099,north central,harvested,104,dry short ton,
forest residues,no tillage,19047,19161,north central,harvested,656.1,dry short ton,
forest residues,no tillage,19051,19183,north central,harvested,270.6,dry short ton,
forest residues,no tillage,19053,05003,north central,harvested,1208.8,dry short ton,
forest residues,no tillage,19065,19061,north central,harvested,84.9,dry short ton,
forest residues,no tillage,19067,19033,north central,harvested,662.6,dry short ton,
forest residues,no tillage,19069,19083,north central,harvested,216.6,dry short ton,
forest residues,no tillage,19085,19161,north central,harvested,224.1,dry short ton,
forest residues,no tillage,05105,48439,south,harvested,4283.1,dry short ton,
forest residues,no tillage,19103,19183,north central,harvested,136.2,dry short ton,
forest residues,no tillage,19117,19099,north central,harvested,475.4,dry short ton,
forest residues,no tillage,19121,19099,north central,harvested,234.4,dry short ton,
forest residues,no tillage,19123,19099,north central,harvested,461.7,dry short ton,
forest residues,no tillage,19125,19099,north central,harvested,186.6,dry short ton,
forest residues,no tillage,19127,19099,north central,harvested,382.7,dry short ton,
forest residues,no tillage,19131,27047,north central,harvested,94.1,dry short ton,
forest residues,no tillage,19133,19193,north central,harvested,192.5,dry short ton,
forest residues,no tillage,19135,19099,north central,harvested,276.4,dry short ton,
forest residues,no tillage,19153,19083,north central,harvested,573,dry short ton,
forest residues,no tillage,19159,08063,north central,harvested,452.8,dry short ton,
forest residues,no tillage,19161,19161,north central,harvested,30.6,dry short ton,
forest residues,no tillage,19165,19027,north central,harvested,115.8,dry short ton,
forest residues,no tillage,19169,19083,north central,harvested,120.6,dry short ton,
forest residues,no tillage,19181,19099,north central,harvested,500.2,dry short ton,
forest residues,no tillage,19185,19099,north central,harvested,80.5,dry short ton,
forest residues,no tillage,19191,19061,north central,harvested,339.4,dry short ton,
forest residues,no tillage,20001,20111,north central,harvested,59.8,dry short ton,
forest residues,no tillage,20011,29217,north central,harvested,158.6,dry short ton,
forest residues,no tillage,20015,20111,north central,harvested,11.7,dry short ton,
forest residues,no tillage,20021,29217,north central,harvested,625.1,dry short ton,
forest residues,no tillage,20035,19099,north central,harvested,84.4,dry short ton,
forest residues,no tillage,20037,29217,north central,harvested,93.5,dry short ton,
forest residues,no tillage,20045,29021,north central,harvested,275.1,dry short ton,
forest residues,no tillage,20049,20111,north central,harvested,24.3,dry short ton,
forest residues,no tillage,20057,19033,north central,harvested,204.7,dry short ton,
forest residues,no tillage,20061,20111,north central,harvested,165.4,dry short ton,
forest residues,no tillage,20073,20111,north central,harvested,1163.5,dry short ton,
forest residues,no tillage,20075,19193,north central,harvested,73.7,dry short ton,
forest residues,no tillage,19087,19183,north central,harvested,115.4,dry short ton,
forest residues,no tillage,19097,19061,north central,harvested,110.3,dry short ton,
forest residues,no tillage,01001,01073,south,harvested,3906,dry short ton,
forest residues,no tillage,01003,01099,south,harvested,15612.6,dry short ton,
forest residues,no tillage,01005,01067,south,harvested,5536.9,dry short ton,
forest residues,no tillage,01007,01073,south,harvested,5527.5,dry short ton,
forest residues,no tillage,01009,01073,south,harvested,4449.7,dry short ton,
forest residues,no tillage,01011,01067,south,harvested,4084.8,dry short ton,
forest residues,no tillage,01013,01099,south,harvested,8345.1,dry short ton,
forest residues,no tillage,01015,13115,south,harvested,4087.3,dry short ton,
forest residues,no tillage,01017,13063,south,harvested,5409.2,dry short ton,
forest residues,no tillage,01019,01071,south,harvested,3548.8,dry short ton,
forest residues,no tillage,01021,01073,south,harvested,8583.3,dry short ton,
forest residues,no tillage,01023,01099,south,harvested,6288.7,dry short ton,
forest residues,no tillage,01025,01099,south,harvested,8233.5,dry short ton,
forest residues,no tillage,01027,01073,south,harvested,9888.4,dry short ton,
forest residues,no tillage,01029,13115,south,harvested,4162.4,dry short ton,
forest residues,no tillage,01031,01067,south,harvested,4088.3,dry short ton,
forest residues,no tillage,01033,47039,south,harvested,4096.6,dry short ton,
forest residues,no tillage,01035,01099,south,harvested,4428.8,dry short ton,
forest residues,no tillage,01037,01073,south,harvested,7725.4,dry short ton,
forest residues,no tillage,01039,01099,south,harvested,8993.8,dry short ton,
forest residues,no tillage,01041,01067,south,harvested,4348.4,dry short ton,
forest residues,no tillage,01043,01083,south,harvested,4865.3,dry short ton,
forest residues,no tillage,01045,01067,south,harvested,4358.1,dry short ton,
forest residues,no tillage,01047,01099,south,harvested,4642.3,dry short ton,
forest residues,no tillage,01049,13115,south,harvested,3167.1,dry short ton,
forest residues,no tillage,01051,01073,south,harvested,5637.2,dry short ton,
forest residues,no tillage,01053,01099,south,harvested,6872.7,dry short ton,
forest residues,no tillage,01055,13115,south,harvested,2134.5,dry short ton,
forest residues,no tillage,01057,01065,south,harvested,6740.6,dry short ton,
forest residues,no tillage,01059,01083,south,harvested,6831.5,dry short ton,
forest residues,no tillage,01061,01067,south,harvested,3239.5,dry short ton,
forest residues,no tillage,01063,01065,south,harvested,5514.9,dry short ton,
forest residues,no tillage,01065,01065,south,harvested,4478.4,dry short ton,
forest residues,no tillage,01067,01067,south,harvested,4974.8,dry short ton,
forest residues,no tillage,01069,01067,south,harvested,4894.9,dry short ton,
forest residues,no tillage,01071,01071,south,harvested,3495.9,dry short ton,
forest residues,no tillage,01073,01073,south,harvested,10991.8,dry short ton,
forest residues,no tillage,01075,01065,south,harvested,5634.2,dry short ton,
forest residues,no tillage,01077,47039,south,harvested,1918.6,dry short ton,
forest residues,no tillage,01079,01073,south,harvested,2864.6,dry short ton,
forest residues,no tillage,01081,01067,south,harvested,7725.5,dry short ton,
forest residues,no tillage,01083,01083,south,harvested,549.7,dry short ton,
forest residues,no tillage,01085,01099,south,harvested,5250.3,dry short ton,
forest residues,no tillage,01087,01067,south,harvested,4644.5,dry short ton,
forest residues,no tillage,01089,01071,south,harvested,827.5,dry short ton,
forest residues,no tillage,01091,01099,south,harvested,6283.2,dry short ton,
forest residues,no tillage,01093,01083,south,harvested,8631.3,dry short ton,
forest residues,no tillage,01095,01071,south,harvested,721.7,dry short ton,
forest residues,no tillage,01097,01099,south,harvested,5247.3,dry short ton,
forest residues,no tillage,01099,01099,south,harvested,8221.4,dry short ton,
forest residues,no tillage,01101,01067,south,harvested,2760.8,dry short ton,
forest residues,no tillage,01103,01083,south,harvested,2083.4,dry short ton,
forest residues,no tillage,01105,01073,south,harvested,3805,dry short ton,
forest residues,no tillage,01107,01065,south,harvested,7685.2,dry short ton,
forest residues,no tillage,01109,01067,south,harvested,4675.4,dry short ton,
forest residues,no tillage,01111,13115,south,harvested,9263.1,dry short ton,
forest residues,no tillage,01113,01067,south,harvested,6475.3,dry short ton,
forest residues,no tillage,01115,01073,south,harvested,6598.2,dry short ton,
forest residues,no tillage,01117,01065,south,harvested,6549.4,dry short ton,
forest residues,no tillage,01119,01065,south,harvested,6293.3,dry short ton,
forest residues,no tillage,01121,01073,south,harvested,5275.2,dry short ton,
forest residues,no tillage,01123,13115,south,harvested,10140.6,dry short ton,
forest residues,no tillage,01125,01065,south,harvested,12077.8,dry short ton,
forest residues,no tillage,01127,01065,south,harvested,7989,dry short ton,
forest residues,no tillage,01129,01099,south,harvested,11569.8,dry short ton,
forest residues,no tillage,01131,01065,south,harvested,7196.7,dry short ton,
forest residues,no tillage,01133,01073,south,harvested,3673,dry short ton,
forest residues,no tillage,04001,06065,inland west,harvested,593.5,dry short ton,
forest residues,no tillage,04005,08031,inland west,harvested,64.2,dry short ton,
forest residues,no tillage,04007,04013,inland west,harvested,219.7,dry short ton,
forest residues,no tillage,04017,08031,inland west,harvested,174.3,dry short ton,
forest residues,no tillage,05001,05107,south,harvested,312.2,dry short ton,
forest residues,no tillage,05003,05003,south,harvested,6341.6,dry short ton,
forest residues,no tillage,05005,05063,south,harvested,5282.2,dry short ton,
forest residues,no tillage,05007,17119,south,harvested,3356.8,dry short ton,
forest residues,no tillage,05009,29007,south,harvested,2811.1,dry short ton,
forest residues,no tillage,05011,05003,south,harvested,5032.9,dry short ton,
forest residues,no tillage,05013,05003,south,harvested,6566.1,dry short ton,
forest residues,no tillage,05015,13115,south,harvested,3798,dry short ton,
forest residues,no tillage,05017,28151,south,harvested,1600.9,dry short ton,
forest residues,no tillage,05019,29007,south,harvested,5880.3,dry short ton,
forest residues,no tillage,05023,05063,south,harvested,8420.6,dry short ton,
forest residues,no tillage,05025,05041,south,harvested,5611.1,dry short ton,
forest residues,no tillage,05027,48251,south,harvested,6607,dry short ton,
forest residues,no tillage,05029,01099,south,harvested,3652.6,dry short ton,
forest residues,no tillage,05031,05063,south,harvested,271.2,dry short ton,
forest residues,no tillage,05033,13115,south,harvested,2683.1,dry short ton,
forest residues,no tillage,05037,47157,south,harvested,269,dry short ton,
forest residues,no tillage,05039,05003,south,harvested,4984.1,dry short ton,
forest residues,no tillage,05041,05041,south,harvested,919.3,dry short ton,
forest residues,no tillage,05043,05041,south,harvested,5319.8,dry short ton,
forest residues,no tillage,13257,45045,south,harvested,896.2,dry short ton,
forest residues,no tillage,13259,01067,south,harvested,3658.5,dry short ton,
forest residues,no tillage,13261,13261,south,harvested,2195.1,dry short ton,
forest residues,no tillage,13263,13063,south,harvested,4175.1,dry short ton,
forest residues,no tillage,13265,45003,south,harvested,915.2,dry short ton,
forest residues,no tillage,13267,45049,south,harvested,4101.6,dry short ton,
forest residues,no tillage,13269,13261,south,harvested,2985.3,dry short ton,
forest residues,no tillage,13271,13319,south,harvested,4483.6,dry short ton,
forest residues,no tillage,13273,13261,south,harvested,743.1,dry short ton,
forest residues,no tillage,13275,22043,south,harvested,648.5,dry short ton,
forest residues,no tillage,13277,13261,south,harvested,708.9,dry short ton,
forest residues,no tillage,13279,22005,south,harvested,2436.2,dry short ton,
forest residues,no tillage,13281,13213,south,harvested,602.4,dry short ton,
forest residues,no tillage,13283,13319,south,harvested,2331.9,dry short ton,
forest residues,no tillage,13285,13063,south,harvested,3224.3,dry short ton,
forest residues,no tillage,13287,13261,south,harvested,1377.2,dry short ton,
forest residues,no tillage,13289,13319,south,harvested,3670.9,dry short ton,
forest residues,no tillage,13291,13213,south,harvested,2130.9,dry short ton,
forest residues,no tillage,13293,13319,south,harvested,2309.9,dry short ton,
forest residues,no tillage,13295,13213,south,harvested,2290.7,dry short ton,
forest residues,no tillage,13297,13063,south,harvested,2558.5,dry short ton,
forest residues,no tillage,13299,12023,south,harvested,4303.1,dry short ton,
forest residues,no tillage,13301,13319,south,harvested,2341.6,dry short ton,
forest residues,no tillage,13303,13319,south,harvested,3836.8,dry short ton,
forest residues,no tillage,13305,37019,south,harvested,6678.1,dry short ton,
forest residues,no tillage,13307,13261,south,harvested,86.4,dry short ton,
forest residues,no tillage,13309,13319,south,harvested,1331.6,dry short ton,
forest residues,no tillage,13311,45049,south,harvested,1744.5,dry short ton,
forest residues,no tillage,13313,13213,south,harvested,1553,dry short ton,
forest residues,no tillage,13315,13261,south,harvested,5295.3,dry short ton,
forest residues,no tillage,13317,13319,south,harvested,3577.3,dry short ton,
forest residues,no tillage,13319,13319,south,harvested,4745.9,dry short ton,
forest residues,no tillage,13321,13261,south,harvested,2084,dry short ton,
forest residues,no tillage,16005,06039,inland west,harvested,1001.3,dry short ton,
forest residues,no tillage,16007,53043,inland west,harvested,831.1,dry short ton,
forest residues,no tillage,16009,53027,inland west,harvested,1871.9,dry short ton,
forest residues,no tillage,16011,53071,inland west,harvested,274.6,dry short ton,
forest residues,no tillage,16017,53043,inland west,harvested,1357,dry short ton,
forest residues,no tillage,16019,08031,inland west,harvested,3465.4,dry short ton,
forest residues,no tillage,16021,53071,inland west,harvested,971.2,dry short ton,
forest residues,no tillage,16029,08031,inland west,harvested,2312.9,dry short ton,
forest residues,no tillage,16035,16075,inland west,harvested,2278.5,dry short ton,
forest residues,no tillage,16041,31157,inland west,harvested,1117.4,dry short ton,
forest residues,no tillage,16043,53043,inland west,harvested,9986.4,dry short ton,
forest residues,no tillage,16049,16075,inland west,harvested,1296.2,dry short ton,
forest residues,no tillage,16055,53027,inland west,harvested,2652.9,dry short ton,
forest residues,no tillage,16057,53027,inland west,harvested,2013.4,dry short ton,
forest residues,no tillage,16059,32003,inland west,harvested,16602.6,dry short ton,
forest residues,no tillage,16061,16075,inland west,harvested,418.1,dry short ton,
forest residues,no tillage,16069,53033,inland west,harvested,359.6,dry short ton,
forest residues,no tillage,16071,06071,inland west,harvested,1933.3,dry short ton,
forest residues,no tillage,16079,53043,inland west,harvested,1822.3,dry short ton,
forest residues,no tillage,17003,17197,north central,harvested,265.1,dry short ton,
forest residues,no tillage,17005,17119,north central,harvested,399.6,dry short ton,
forest residues,no tillage,17007,17099,north central,harvested,79.7,dry short ton,
forest residues,no tillage,17023,17183,north central,harvested,11.6,dry short ton,
forest residues,no tillage,17025,55079,north central,harvested,202.7,dry short ton,
forest residues,no tillage,17033,55025,north central,harvested,24.5,dry short ton,
forest residues,no tillage,17041,17113,north central,harvested,65.9,dry short ton,
forest residues,no tillage,17045,17183,north central,harvested,88.9,dry short ton,
forest residues,no tillage,17047,13115,north central,harvested,135,dry short ton,
forest residues,no tillage,17051,17119,north central,harvested,702.8,dry short ton,
forest residues,no tillage,17055,26091,north central,harvested,100.6,dry short ton,
forest residues,no tillage,17059,21059,north central,harvested,272.1,dry short ton,
forest residues,no tillage,17063,17099,north central,harvested,64.7,dry short ton,
forest residues,no tillage,17065,29033,north central,harvested,603.9,dry short ton,
forest residues,no tillage,17067,19183,north central,harvested,183.4,dry short ton,
forest residues,no tillage,17069,19045,north central,harvested,239.4,dry short ton,
forest residues,no tillage,17077,47037,north central,harvested,190.2,dry short ton,
forest residues,no tillage,17079,47157,north central,harvested,849.8,dry short ton,
forest residues,no tillage,17081,18171,north central,harvested,570.6,dry short ton,
forest residues,no tillage,17083,17119,north central,harvested,205.9,dry short ton,
forest residues,no tillage,17087,01067,north central,harvested,20.3,dry short ton,
forest residues,no tillage,17093,17197,north central,harvested,178.4,dry short ton,
forest residues,no tillage,17099,17099,north central,harvested,222.5,dry short ton,
forest residues,no tillage,17111,55079,north central,harvested,29.2,dry short ton,
forest residues,no tillage,17119,17119,north central,harvested,371.4,dry short ton,
forest residues,no tillage,17121,17099,north central,harvested,1214.7,dry short ton,
forest residues,no tillage,17127,22089,north central,harvested,437.9,dry short ton,
forest residues,no tillage,17143,19045,north central,harvested,223.7,dry short ton,
forest residues,no tillage,17149,17119,north central,harvested,5.3,dry short ton,
forest residues,no tillage,17151,18085,north central,harvested,489.4,dry short ton,
forest residues,no tillage,17157,17119,north central,harvested,84.8,dry short ton,
forest residues,no tillage,17159,19183,north central,harvested,571.9,dry short ton,
forest residues,no tillage,17165,45049,north central,harvested,382.1,dry short ton,
forest residues,no tillage,17173,17113,north central,harvested,175.3,dry short ton,
forest residues,no tillage,17175,19045,north central,harvested,218.2,dry short ton,
forest residues,no tillage,17179,17113,north central,harvested,87.6,dry short ton,
forest residues,no tillage,17191,18065,north central,harvested,1671,dry short ton,
forest residues,no tillage,17193,21059,north central,harvested,758.6,dry short ton,
forest residues,no tillage,17197,17197,north central,harvested,303,dry short ton,
forest residues,no tillage,17203,17113,north central,harvested,117.9,dry short ton,
forest residues,no tillage,18001,18085,north central,harvested,5,dry short ton,
forest residues,no tillage,18003,18085,north central,harvested,56.1,dry short ton,
forest residues,no tillage,18005,18065,north central,harvested,235,dry short ton,
forest residues,no tillage,18013,18065,north central,harvested,233.6,dry short ton,
forest residues,no tillage,18019,28001,north central,harvested,168.9,dry short ton,
forest residues,no tillage,18025,21059,north central,harvested,364.1,dry short ton,
forest residues,no tillage,18033,26091,north central,harvested,40,dry short ton,
forest residues,no tillage,18035,18065,north central,harvested,19.1,dry short ton,
forest residues,no tillage,18043,29027,north central,harvested,341.9,dry short ton,
forest residues,no tillage,49017,16075,inland west,harvested,5698.1,dry short ton,
forest residues,no tillage,49021,06095,inland west,harvested,1072.5,dry short ton,
forest residues,no tillage,49025,35009,inland west,harvested,4062.8,dry short ton,
forest residues,no tillage,49037,48279,inland west,harvested,176.4,dry short ton,
forest residues,no tillage,49043,04013,inland west,harvested,195.4,dry short ton,
forest residues,no tillage,49047,06071,inland west,harvested,144.6,dry short ton,
forest residues,no tillage,49049,32003,inland west,harvested,80.5,dry short ton,
forest residues,no tillage,49055,06019,inland west,harvested,232.3,dry short ton,
forest residues,no tillage,50001,42049,northeast,harvested,166.7,dry short ton,
forest residues,no tillage,50003,25003,northeast,harvested,478.3,dry short ton,
forest residues,no tillage,50005,25003,northeast,harvested,2701.2,dry short ton,
forest residues,no tillage,50007,36047,northeast,harvested,623.1,dry short ton,
forest residues,no tillage,50009,25003,northeast,harvested,1733.2,dry short ton,
forest residues,no tillage,50011,42049,northeast,harvested,427.2,dry short ton,
forest residues,no tillage,50013,25009,northeast,harvested,292.4,dry short ton,
forest residues,no tillage,50015,36047,northeast,harvested,815.7,dry short ton,
forest residues,no tillage,50017,25003,northeast,harvested,2614.4,dry short ton,
forest residues,no tillage,50019,36117,northeast,harvested,2079.2,dry short ton,
forest residues,no tillage,50021,25003,northeast,harvested,1985,dry short ton,
forest residues,no tillage,50023,25003,northeast,harvested,1407.1,dry short ton,
forest residues,no tillage,50025,25003,northeast,harvested,1294.1,dry short ton,
forest residues,no tillage,50027,25003,northeast,harvested,784.5,dry short ton,
forest residues,no tillage,51001,36117,south,harvested,1747.6,dry short ton,
forest residues,no tillage,51003,01071,south,harvested,2036,dry short ton,
forest residues,no tillage,51005,42003,south,harvested,2793.7,dry short ton,
forest residues,no tillage,51007,18085,south,harvested,1306.9,dry short ton,
forest residues,no tillage,51009,34017,south,harvested,2277.5,dry short ton,
forest residues,no tillage,51011,21191,south,harvested,1426.5,dry short ton,
forest residues,no tillage,51015,42049,south,harvested,6241.7,dry short ton,
forest residues,no tillage,51017,17075,south,harvested,2790.4,dry short ton,
forest residues,no tillage,51019,13115,south,harvested,3117,dry short ton,
forest residues,no tillage,51021,17197,south,harvested,2133.9,dry short ton,
forest residues,no tillage,51023,01067,south,harvested,3584.9,dry short ton,
forest residues,no tillage,51025,45049,south,harvested,1877.2,dry short ton,
forest residues,no tillage,51027,13115,south,harvested,936.2,dry short ton,
forest residues,no tillage,51029,36047,south,harvested,4480.9,dry short ton,
forest residues,no tillage,51031,36085,south,harvested,3303.9,dry short ton,
forest residues,no tillage,51033,01071,south,harvested,4166.3,dry short ton,
forest residues,no tillage,51035,21059,south,harvested,4027.2,dry short ton,
forest residues,no tillage,51036,25009,south,harvested,576.9,dry short ton,
forest residues,no tillage,51037,37019,south,harvested,1868.7,dry short ton,
forest residues,no tillage,51041,36047,south,harvested,1468.5,dry short ton,
forest residues,no tillage,51043,01071,south,harvested,612.7,dry short ton,
forest residues,no tillage,51045,42049,south,harvested,2450.2,dry short ton,
forest residues,no tillage,51047,18085,south,harvested,1534.7,dry short ton,
forest residues,no tillage,51049,01083,south,harvested,1926.4,dry short ton,
forest residues,no tillage,51051,47157,south,harvested,434.1,dry short ton,
forest residues,no tillage,51053,47037,south,harvested,3069,dry short ton,
forest residues,no tillage,51057,42049,south,harvested,732.2,dry short ton,
forest residues,no tillage,51061,25009,south,harvested,1927.5,dry short ton,
forest residues,no tillage,51063,26159,south,harvested,1792.2,dry short ton,
forest residues,no tillage,51065,36117,south,harvested,2157.8,dry short ton,
forest residues,no tillage,51067,45003,south,harvested,2932.3,dry short ton,
forest residues,no tillage,51069,45049,south,harvested,962.4,dry short ton,
forest residues,no tillage,51071,17183,south,harvested,502.8,dry short ton,
forest residues,no tillage,51073,25017,south,harvested,1714.9,dry short ton,
forest residues,no tillage,51075,39139,south,harvested,2015.3,dry short ton,
forest residues,no tillage,51077,17183,south,harvested,1692,dry short ton,
forest residues,no tillage,51079,26159,south,harvested,257,dry short ton,
forest residues,no tillage,51081,21191,south,harvested,1855.5,dry short ton,
forest residues,no tillage,51083,13319,south,harvested,6657.9,dry short ton,
forest residues,no tillage,51085,36047,south,harvested,3758.6,dry short ton,
forest residues,no tillage,51087,13319,south,harvested,494.4,dry short ton,
forest residues,no tillage,51089,42049,south,harvested,3577.7,dry short ton,
forest residues,no tillage,51091,36085,south,harvested,2701.2,dry short ton,
forest residues,no tillage,51093,36047,south,harvested,1062.5,dry short ton,
forest residues,no tillage,51095,21191,south,harvested,370.2,dry short ton,
forest residues,no tillage,51097,13213,south,harvested,3266.5,dry short ton,
forest residues,no tillage,51099,42041,south,harvested,289.6,dry short ton,
forest residues,no tillage,51101,42007,south,harvested,1364.2,dry short ton,
forest residues,no tillage,51103,21191,south,harvested,870.3,dry short ton,
forest residues,no tillage,51105,17119,south,harvested,896.4,dry short ton,
forest residues,no tillage,51107,36085,south,harvested,927.4,dry short ton,
forest residues,no tillage,51109,37019,south,harvested,1857.2,dry short ton,
forest residues,no tillage,51111,01067,south,harvested,1030.4,dry short ton,
forest residues,no tillage,51113,01071,south,harvested,656,dry short ton,
forest residues,no tillage,51115,13213,south,harvested,334.3,dry short ton,
forest residues,no tillage,51117,01067,south,harvested,3379.5,dry short ton,
forest residues,no tillage,51119,13319,south,harvested,1023.5,dry short ton,
forest residues,no tillage,51121,13063,south,harvested,2023.6,dry short ton,
forest residues,no tillage,51125,42007,south,harvested,2325.8,dry short ton,
forest residues,no tillage,51127,01071,south,harvested,1316.7,dry short ton,
forest residues,no tillage,51131,13319,south,harvested,264.7,dry short ton,
forest residues,no tillage,51133,34017,south,harvested,447.7,dry short ton,
forest residues,no tillage,51135,01067,south,harvested,1376.7,dry short ton,
forest residues,no tillage,51137,36117,south,harvested,1987.7,dry short ton,
forest residues,no tillage,51139,21059,south,harvested,1030.6,dry short ton,
forest residues,no tillage,51141,45049,south,harvested,2176.1,dry short ton,
forest residues,no tillage,51143,21191,south,harvested,4075.1,dry short ton,
forest residues,no tillage,51145,36047,south,harvested,924.1,dry short ton,
forest residues,no tillage,51147,42041,south,harvested,1388.3,dry short ton,
forest residues,no tillage,51149,39139,south,harvested,1144.7,dry short ton,
forest residues,no tillage,51153,45003,south,harvested,843.4,dry short ton,
forest residues,no tillage,51155,17099,south,harvested,1148.6,dry short ton,
forest residues,no tillage,51157,18065,south,harvested,320.5,dry short ton,
